elapsed_s,timestamp,raw,mv,phase,cycle_index,det_phase,event
0.018,20:40:53.702,942.0,836.0,,,unknown,
0.038,20:40:53.722,971.0,836.0,,,unknown,
0.058,20:40:53.742,969.0,831.0,,,unknown,
0.078,20:40:53.761,972.0,838.0,,,unknown,
0.098,20:40:53.781,979.0,840.0,,,unknown,
0.118,20:40:53.802,975.0,840.0,,,unknown,
0.139,20:40:53.822,975.0,832.0,,,unknown,
0.158,20:40:53.842,987.0,838.0,,,unknown,
0.178,20:40:53.862,979.0,841.0,,,unknown,
0.198,20:40:53.882,981.0,842.0,,,unknown,
0.219,20:40:53.902,975.0,844.0,,,unknown,
0.239,20:40:53.922,966.0,846.0,,,unknown,
0.258,20:40:53.942,979.0,846.0,,,unknown,
0.279,20:40:53.962,1014.0,845.0,,,unknown,
0.299,20:40:53.982,984.0,846.0,,,unknown,
0.319,20:40:54.002,984.0,847.0,,,unknown,
0.339,20:40:54.022,983.0,847.0,,,unknown,
0.358,20:40:54.041,987.0,850.0,,,unknown,
0.379,20:40:54.062,988.0,848.0,,,unknown,
0.398,20:40:54.082,987.0,850.0,,,unknown,
0.418,20:40:54.102,943.0,849.0,,,unknown,
0.438,20:40:54.121,987.0,850.0,,,unknown,
0.458,20:40:54.142,988.0,851.0,,,unknown,
0.478,20:40:54.161,991.0,848.0,,,unknown,
0.498,20:40:54.182,991.0,853.0,,,unknown,
0.518,20:40:54.201,989.0,852.0,,,unknown,
0.539,20:40:54.222,991.0,859.0,,,unknown,
0.562,20:40:54.246,993.0,854.0,,,unknown,
0.578,20:40:54.261,995.0,855.0,,,unknown,
0.599,20:40:54.282,995.0,854.0,,,unknown,
0.618,20:40:54.301,991.0,854.0,,,unknown,
0.638,20:40:54.322,995.0,851.0,,,unknown,
0.670,20:40:54.353,995.0,856.0,,,unknown,
0.684,20:40:54.367,996.0,858.0,,,unknown,
0.698,20:40:54.381,997.0,858.0,,,unknown,
0.718,20:40:54.401,997.0,859.0,,,unknown,
0.738,20:40:54.421,999.0,859.0,,,unknown,
0.758,20:40:54.441,996.0,859.0,,,unknown,
0.778,20:40:54.461,999.0,859.0,,,unknown,
0.798,20:40:54.481,997.0,859.0,,,unknown,
0.818,20:40:54.501,997.0,859.0,,,unknown,
0.838,20:40:54.521,1002.0,859.0,,,unknown,
0.858,20:40:54.541,999.0,859.0,,,unknown,
0.879,20:40:54.562,1000.0,859.0,,,unknown,
0.898,20:40:54.582,999.0,860.0,,,unknown,
0.919,20:40:54.603,1003.0,859.0,,,unknown,
0.939,20:40:54.622,1003.0,860.0,,,unknown,
0.959,20:40:54.642,1005.0,861.0,,,unknown,
0.979,20:40:54.662,1003.0,860.0,,,unknown,
0.998,20:40:54.682,999.0,860.0,,,unknown,
1.019,20:40:54.702,999.0,860.0,,,unknown,
1.039,20:40:54.722,997.0,854.0,,,unknown,
1.059,20:40:54.742,997.0,859.0,,,unknown,
1.078,20:40:54.762,995.0,861.0,,,unknown,
1.098,20:40:54.782,996.0,858.0,,,unknown,
1.118,20:40:54.802,998.0,857.0,,,unknown,
1.139,20:40:54.822,991.0,849.0,,,unknown,
1.158,20:40:54.841,995.0,853.0,,,unknown,
1.178,20:40:54.861,990.0,853.0,,,unknown,
1.198,20:40:54.881,995.0,847.0,,,unknown,
1.218,20:40:54.901,989.0,855.0,,,unknown,
1.238,20:40:54.921,989.0,852.0,,,unknown,
1.258,20:40:54.941,987.0,851.0,,,unknown,
1.278,20:40:54.961,989.0,849.0,,,unknown,
1.298,20:40:54.982,987.0,833.0,,,unknown,
1.319,20:40:55.002,989.0,849.0,,,unknown,
1.339,20:40:55.022,987.0,848.0,,,unknown,
1.358,20:40:55.042,987.0,848.0,,,unknown,
1.378,20:40:55.062,987.0,846.0,,,unknown,
1.398,20:40:55.082,985.0,847.0,,,unknown,
1.418,20:40:55.102,984.0,847.0,,,unknown,
1.438,20:40:55.122,983.0,847.0,,,unknown,
1.458,20:40:55.141,986.0,854.0,,,unknown,
1.478,20:40:55.161,985.0,847.0,,,unknown,
1.498,20:40:55.181,985.0,847.0,,,unknown,
1.518,20:40:55.201,983.0,847.0,,,unknown,
1.538,20:40:55.221,983.0,846.0,,,unknown,
1.562,20:40:55.245,983.0,846.0,,,unknown,
1.578,20:40:55.261,985.0,844.0,,,unknown,
1.598,20:40:55.281,989.0,846.0,,,unknown,
1.618,20:40:55.301,986.0,844.0,,,unknown,
1.638,20:40:55.321,984.0,845.0,,,unknown,
1.659,20:40:55.342,982.0,845.0,,,unknown,
1.678,20:40:55.361,981.0,852.0,,,unknown,
1.698,20:40:55.381,984.0,845.0,,,unknown,
1.718,20:40:55.401,979.0,845.0,,,unknown,
1.739,20:40:55.422,969.0,846.0,,,unknown,
1.758,20:40:55.441,984.0,844.0,,,unknown,
1.778,20:40:55.461,980.0,846.0,,,unknown,
1.798,20:40:55.481,979.0,838.0,,,unknown,
1.818,20:40:55.501,983.0,844.0,,,unknown,
1.838,20:40:55.522,981.0,848.0,,,unknown,
1.858,20:40:55.542,980.0,844.0,,,unknown,
1.878,20:40:55.561,981.0,845.0,,,unknown,
1.898,20:40:55.581,981.0,851.0,,,unknown,
1.918,20:40:55.601,981.0,837.0,,,unknown,
1.939,20:40:55.622,981.0,841.0,,,unknown,
1.958,20:40:55.642,983.0,842.0,,,unknown,
1.978,20:40:55.662,979.0,845.0,,,unknown,
1.998,20:40:55.682,975.0,840.0,,,unknown,
2.018,20:40:55.701,981.0,842.0,,,unknown,
2.038,20:40:55.721,975.0,838.0,,,unknown,
2.058,20:40:55.742,941.0,845.0,,,unknown,
2.078,20:40:55.761,975.0,839.0,,,unknown,
2.099,20:40:55.782,975.0,845.0,,,unknown,
2.118,20:40:55.801,973.0,844.0,,,unknown,
2.138,20:40:55.822,973.0,838.0,,,unknown,
2.159,20:40:55.842,967.0,841.0,,,unknown,
2.178,20:40:55.862,989.0,832.0,,,unknown,
2.198,20:40:55.881,973.0,837.0,,,unknown,
2.218,20:40:55.901,999.0,836.0,,,unknown,
2.239,20:40:55.922,971.0,834.0,,,unknown,
2.259,20:40:55.942,969.0,842.0,,,unknown,
2.278,20:40:55.961,967.0,836.0,,,unknown,
2.298,20:40:55.981,971.0,834.0,,,unknown,
2.318,20:40:56.001,967.0,837.0,,,unknown,
2.338,20:40:56.022,969.0,834.0,,,unknown,
2.358,20:40:56.042,979.0,830.0,,,unknown,
