elapsed_s,timestamp,raw,phase,cycle_index
70.677,14:59:51.482,2550.0,exhale,18
70.727,14:59:51.532,2551.0,exhale,18
70.777,14:59:51.581,2552.0,exhale,18
70.827,14:59:51.632,2562.0,exhale,18
70.877,14:59:51.682,2558.0,exhale,18
70.927,14:59:51.732,2560.0,exhale,18
70.977,14:59:51.782,2561.0,exhale,18
71.027,14:59:51.832,2569.0,exhale,18
71.077,14:59:51.882,2581.0,exhale,18
71.127,14:59:51.932,2569.0,exhale,18
71.177,14:59:51.982,2575.0,exhale,18
71.227,14:59:52.032,2577.0,exhale,18
71.277,14:59:52.082,2577.0,exhale,18
71.327,14:59:52.132,2579.0,exhale,18
71.377,14:59:52.182,2584.0,exhale,18
71.427,14:59:52.232,2583.0,exhale,18
71.477,14:59:52.282,2582.0,exhale,18
71.527,14:59:52.332,2583.0,exhale,18
71.577,14:59:52.382,2584.0,exhale,18
71.627,14:59:52.432,2585.0,exhale,18
71.677,14:59:52.482,2587.0,exhale,18
71.727,14:59:52.532,2587.0,exhale,18
71.777,14:59:52.582,2593.0,exhale,18
71.827,14:59:52.632,2603.0,exhale,18
71.877,14:59:52.682,2597.0,exhale,18
71.927,14:59:52.732,2598.0,exhale,18
71.977,14:59:52.782,2595.0,exhale,18
72.027,14:59:52.832,2589.0,inhale,19
72.077,14:59:52.882,2586.0,inhale,19
72.127,14:59:52.932,2583.0,inhale,19
72.177,14:59:52.982,2579.0,inhale,19
72.227,14:59:53.032,2577.0,inhale,19
72.277,14:59:53.082,2572.0,inhale,19
72.327,14:59:53.132,2571.0,inhale,19
72.377,14:59:53.182,2570.0,inhale,19
72.427,14:59:53.232,2567.0,inhale,19
72.477,14:59:53.282,2569.0,inhale,19
72.527,14:59:53.332,2564.0,inhale,19
72.577,14:59:53.382,2568.0,inhale,19
72.627,14:59:53.432,2567.0,inhale,19
72.677,14:59:53.482,2566.0,inhale,19
72.727,14:59:53.532,2567.0,inhale,19
72.777,14:59:53.582,2566.0,inhale,19
72.827,14:59:53.632,2567.0,inhale,19
72.877,14:59:53.682,2567.0,inhale,19
72.927,14:59:53.732,2563.0,inhale,19
72.977,14:59:53.782,2566.0,inhale,19
73.027,14:59:53.832,2565.0,inhale,19
73.077,14:59:53.882,2565.0,inhale,19
73.127,14:59:53.932,2563.0,inhale,19
73.177,14:59:53.982,2562.0,inhale,19
73.227,14:59:54.032,2566.0,inhale,19
73.277,14:59:54.082,2565.0,inhale,19
73.327,14:59:54.132,2564.0,inhale,19
73.377,14:59:54.182,2563.0,inhale,19
73.427,14:59:54.232,2565.0,inhale,19
73.477,14:59:54.282,2567.0,inhale,19
73.527,14:59:54.332,2564.0,exhale,19
73.577,14:59:54.382,2568.0,exhale,19
73.627,14:59:54.432,2568.0,exhale,19
73.677,14:59:54.481,2567.0,exhale,19
73.727,14:59:54.531,2572.0,exhale,19
73.777,14:59:54.581,2572.0,exhale,19
73.827,14:59:54.632,2572.0,exhale,19
73.877,14:59:54.682,2570.0,exhale,19
73.927,14:59:54.732,2571.0,exhale,19
73.977,14:59:54.782,2569.0,exhale,19
74.027,14:59:54.832,2571.0,exhale,19
74.077,14:59:54.882,2569.0,exhale,19
74.127,14:59:54.932,2568.0,exhale,19
74.177,14:59:54.982,2567.0,exhale,19
74.227,14:59:55.032,2566.0,exhale,19
74.277,14:59:55.082,2560.0,exhale,19
74.327,14:59:55.132,2565.0,exhale,19
74.377,14:59:55.182,2564.0,exhale,19
74.427,14:59:55.232,2566.0,exhale,19
74.477,14:59:55.282,2566.0,exhale,19
74.527,14:59:55.332,2567.0,exhale,19
74.577,14:59:55.382,2551.0,exhale,19
74.627,14:59:55.431,2568.0,exhale,19
74.677,14:59:55.481,2570.0,exhale,19
74.727,14:59:55.532,2572.0,exhale,19
74.777,14:59:55.582,2578.0,exhale,19
74.827,14:59:55.632,2579.0,exhale,19
74.877,14:59:55.682,2581.0,exhale,19
74.927,14:59:55.732,2582.0,exhale,19
74.977,14:59:55.782,2581.0,exhale,19
75.027,14:59:55.832,2582.0,exhale,19
75.077,14:59:55.882,2584.0,exhale,19
75.127,14:59:55.932,2582.0,exhale,19
75.177,14:59:55.982,2587.0,exhale,19
75.227,14:59:56.032,2588.0,exhale,19
75.277,14:59:56.082,2599.0,exhale,19
75.327,14:59:56.132,2594.0,exhale,19
75.377,14:59:56.182,2594.0,exhale,19
75.427,14:59:56.232,2597.0,exhale,19
75.477,14:59:56.282,2597.0,exhale,19
75.527,14:59:56.332,2598.0,exhale,19
75.577,14:59:56.382,2593.0,exhale,19
75.627,14:59:56.432,2592.0,exhale,19
75.677,14:59:56.482,2588.0,exhale,19
75.727,14:59:56.531,2590.0,exhale,19
75.777,14:59:56.581,2588.0,exhale,19
75.827,14:59:56.631,2600.0,exhale,19
75.877,14:59:56.681,2584.0,exhale,19
75.927,14:59:56.732,2586.0,exhale,19
75.977,14:59:56.782,2583.0,exhale,19
76.027,14:59:56.832,2583.0,inhale,20
76.077,14:59:56.882,2580.0,inhale,20
76.127,14:59:56.932,2577.0,inhale,20
76.177,14:59:56.981,2572.0,inhale,20
76.227,14:59:57.032,2576.0,inhale,20
76.277,14:59:57.082,2575.0,inhale,20
76.327,14:59:57.131,2573.0,inhale,20
76.377,14:59:57.182,2574.0,inhale,20
76.427,14:59:57.232,2569.0,inhale,20
76.477,14:59:57.282,2574.0,inhale,20
76.527,14:59:57.332,2569.0,inhale,20
76.577,14:59:57.382,2572.0,inhale,20
76.627,14:59:57.431,2557.0,inhale,20
76.677,14:59:57.481,2582.0,inhale,20
76.727,14:59:57.531,2569.0,inhale,20
76.777,14:59:57.581,2572.0,inhale,20
76.827,14:59:57.631,2577.0,inhale,20
76.877,14:59:57.681,2567.0,inhale,20
76.927,14:59:57.731,2567.0,inhale,20
76.977,14:59:57.782,2562.0,inhale,20
77.027,14:59:57.832,2564.0,inhale,20
77.077,14:59:57.881,2566.0,inhale,20
77.127,14:59:57.931,2568.0,inhale,20
77.177,14:59:57.981,2571.0,inhale,20
77.227,14:59:58.031,2570.0,inhale,20
77.277,14:59:58.082,2570.0,inhale,20
77.327,14:59:58.132,2568.0,inhale,20
77.377,14:59:58.182,2569.0,inhale,20
77.427,14:59:58.231,2571.0,inhale,20
77.477,14:59:58.281,2569.0,inhale,20
77.527,14:59:58.332,2569.0,exhale,20
77.577,14:59:58.382,2569.0,exhale,20
77.627,14:59:58.432,2584.0,exhale,20
77.677,14:59:58.482,2570.0,exhale,20
77.727,14:59:58.532,2570.0,exhale,20
77.777,14:59:58.582,2568.0,exhale,20
77.827,14:59:58.632,2561.0,exhale,20
77.877,14:59:58.682,2566.0,exhale,20
77.927,14:59:58.732,2569.0,exhale,20
77.977,14:59:58.782,2570.0,exhale,20
78.027,14:59:58.832,2573.0,exhale,20
78.077,14:59:58.882,2576.0,exhale,20
78.127,14:59:58.932,2571.0,exhale,20
78.177,14:59:58.982,2575.0,exhale,20
78.227,14:59:59.031,2570.0,exhale,20
78.277,14:59:59.081,2553.0,exhale,20
78.327,14:59:59.131,2569.0,exhale,20
78.377,14:59:59.182,2568.0,exhale,20
78.427,14:59:59.232,2565.0,exhale,20
78.477,14:59:59.282,2568.0,exhale,20
78.527,14:59:59.332,2564.0,exhale,20
78.577,14:59:59.382,2570.0,exhale,20
78.627,14:59:59.432,2569.0,exhale,20
78.677,14:59:59.481,2568.0,exhale,20
78.727,14:59:59.531,2556.0,exhale,20
78.777,14:59:59.581,2568.0,exhale,20
78.827,14:59:59.632,2567.0,exhale,20
78.877,14:59:59.682,2568.0,exhale,20
78.927,14:59:59.732,2562.0,exhale,20
78.977,14:59:59.781,2566.0,exhale,20
79.027,14:59:59.831,2552.0,exhale,20
79.126,14:59:59.931,2569.0,exhale,20
79.127,14:59:59.931,2569.0,exhale,20
79.177,14:59:59.981,2571.0,exhale,20
79.227,15:00:00.031,2575.0,exhale,20
79.277,15:00:00.082,2577.0,exhale,20
79.327,15:00:00.132,2578.0,exhale,20
79.377,15:00:00.182,2581.0,exhale,20
79.427,15:00:00.232,2581.0,exhale,20
79.477,15:00:00.282,2584.0,exhale,20
79.527,15:00:00.332,2584.0,exhale,20
79.577,15:00:00.382,2584.0,exhale,20
79.627,15:00:00.432,2582.0,exhale,20
79.677,15:00:00.482,2585.0,exhale,20
79.727,15:00:00.532,2590.0,exhale,20
79.777,15:00:00.582,2594.0,exhale,20
79.827,15:00:00.632,2590.0,exhale,20
79.877,15:00:00.682,2586.0,exhale,20
79.927,15:00:00.732,2586.0,exhale,20
79.977,15:00:00.782,2577.0,exhale,20
80.027,15:00:00.832,2579.0,inhale,21
80.077,15:00:00.882,2577.0,inhale,21
80.127,15:00:00.932,2578.0,inhale,21
80.177,15:00:00.982,2575.0,inhale,21
80.227,15:00:01.032,2574.0,inhale,21
80.277,15:00:01.082,2572.0,inhale,21
80.327,15:00:01.132,2573.0,inhale,21
80.377,15:00:01.182,2576.0,inhale,21
80.427,15:00:01.231,2576.0,inhale,21
80.477,15:00:01.282,2574.0,inhale,21
80.527,15:00:01.332,2573.0,inhale,21
80.577,15:00:01.382,2572.0,inhale,21
80.627,15:00:01.432,2571.0,inhale,21
80.677,15:00:01.482,2570.0,inhale,21
80.727,15:00:01.531,2570.0,inhale,21
80.777,15:00:01.581,2571.0,inhale,21
80.827,15:00:01.632,2563.0,inhale,21
80.877,15:00:01.682,2569.0,inhale,21
80.927,15:00:01.732,2570.0,inhale,21
80.977,15:00:01.782,2570.0,inhale,21
81.027,15:00:01.832,2576.0,inhale,21
81.077,15:00:01.882,2575.0,inhale,21
81.127,15:00:01.932,2579.0,inhale,21
81.177,15:00:01.982,2579.0,inhale,21
81.227,15:00:02.032,2580.0,inhale,21
81.277,15:00:02.082,2578.0,inhale,21
81.327,15:00:02.132,2579.0,inhale,21
81.377,15:00:02.182,2579.0,inhale,21
81.427,15:00:02.232,2576.0,inhale,21
81.477,15:00:02.282,2575.0,inhale,21
81.527,15:00:02.332,2573.0,exhale,21
81.577,15:00:02.382,2570.0,exhale,21
81.627,15:00:02.432,2572.0,exhale,21
81.677,15:00:02.481,2573.0,exhale,21
81.727,15:00:02.532,2573.0,exhale,21
81.777,15:00:02.582,2577.0,exhale,21
81.827,15:00:02.631,2578.0,exhale,21
81.877,15:00:02.681,2579.0,exhale,21
81.927,15:00:02.732,2579.0,exhale,21
81.977,15:00:02.781,2581.0,exhale,21
82.027,15:00:02.831,2580.0,exhale,21
82.077,15:00:02.882,2582.0,exhale,21
82.127,15:00:02.932,2582.0,exhale,21
82.177,15:00:02.981,2582.0,exhale,21
82.227,15:00:03.032,2581.0,exhale,21
82.277,15:00:03.082,2580.0,exhale,21
82.327,15:00:03.132,2580.0,exhale,21
82.377,15:00:03.182,2580.0,exhale,21
82.427,15:00:03.232,2578.0,exhale,21
82.477,15:00:03.282,2579.0,exhale,21
82.527,15:00:03.332,2580.0,exhale,21
82.577,15:00:03.382,2580.0,exhale,21
82.627,15:00:03.432,2578.0,exhale,21
82.677,15:00:03.482,2580.0,exhale,21
82.727,15:00:03.532,2577.0,exhale,21
82.777,15:00:03.582,2576.0,exhale,21
82.827,15:00:03.631,2574.0,exhale,21
82.877,15:00:03.682,2571.0,exhale,21
82.927,15:00:03.731,2568.0,exhale,21
82.977,15:00:03.782,2571.0,exhale,21
83.027,15:00:03.832,2569.0,exhale,21
83.077,15:00:03.882,2568.0,exhale,21
83.127,15:00:03.932,2569.0,exhale,21
83.177,15:00:03.982,2572.0,exhale,21
83.227,15:00:04.032,2579.0,exhale,21
83.280,15:00:04.085,2577.0,exhale,21
83.327,15:00:04.131,2579.0,exhale,21
83.377,15:00:04.182,2582.0,exhale,21
83.427,15:00:04.232,2586.0,exhale,21
83.477,15:00:04.281,2584.0,exhale,21
83.527,15:00:04.331,2583.0,exhale,21
83.577,15:00:04.381,2585.0,exhale,21
83.627,15:00:04.431,2586.0,exhale,21
83.677,15:00:04.481,2587.0,exhale,21
83.727,15:00:04.531,2585.0,exhale,21
83.777,15:00:04.581,2587.0,exhale,21
83.827,15:00:04.631,2588.0,exhale,21
83.877,15:00:04.682,2589.0,exhale,21
83.927,15:00:04.732,2584.0,exhale,21
83.977,15:00:04.782,2595.0,exhale,21
84.027,15:00:04.832,2597.0,inhale,22
84.077,15:00:04.882,2599.0,inhale,22
84.127,15:00:04.931,2597.0,inhale,22
84.177,15:00:04.982,2597.0,inhale,22
84.227,15:00:05.031,2590.0,inhale,22
84.277,15:00:05.082,2588.0,inhale,22
84.327,15:00:05.131,2585.0,inhale,22
84.377,15:00:05.182,2583.0,inhale,22
84.427,15:00:05.232,2587.0,inhale,22
84.477,15:00:05.282,2579.0,inhale,22
84.527,15:00:05.332,2578.0,inhale,22
84.577,15:00:05.382,2576.0,inhale,22
84.627,15:00:05.432,2575.0,inhale,22
84.677,15:00:05.482,2575.0,inhale,22
84.727,15:00:05.532,2577.0,inhale,22
84.777,15:00:05.582,2577.0,inhale,22
84.827,15:00:05.632,2576.0,inhale,22
84.877,15:00:05.682,2583.0,inhale,22
84.927,15:00:05.732,2574.0,inhale,22
84.977,15:00:05.782,2572.0,inhale,22
85.027,15:00:05.832,2573.0,inhale,22
85.077,15:00:05.881,2575.0,inhale,22
85.127,15:00:05.931,2576.0,inhale,22
85.177,15:00:05.982,2565.0,inhale,22
85.227,15:00:06.032,2575.0,inhale,22
85.277,15:00:06.082,2576.0,inhale,22
85.327,15:00:06.132,2576.0,inhale,22
85.377,15:00:06.182,2576.0,inhale,22
85.427,15:00:06.232,2579.0,inhale,22
85.477,15:00:06.282,2574.0,inhale,22
85.527,15:00:06.332,2579.0,exhale,22
85.577,15:00:06.382,2579.0,exhale,22
85.627,15:00:06.432,2580.0,exhale,22
85.677,15:00:06.482,2580.0,exhale,22
85.727,15:00:06.532,2582.0,exhale,22
85.777,15:00:06.582,2582.0,exhale,22
85.827,15:00:06.632,2583.0,exhale,22
85.877,15:00:06.682,2583.0,exhale,22
85.927,15:00:06.732,2582.0,exhale,22
85.977,15:00:06.782,2580.0,exhale,22
86.027,15:00:06.832,2583.0,exhale,22
86.077,15:00:06.882,2584.0,exhale,22
86.127,15:00:06.932,2582.0,exhale,22
86.177,15:00:06.982,2582.0,exhale,22
86.227,15:00:07.032,2582.0,exhale,22
86.277,15:00:07.082,2581.0,exhale,22
86.327,15:00:07.132,2580.0,exhale,22
86.377,15:00:07.182,2580.0,exhale,22
86.427,15:00:07.232,2579.0,exhale,22
86.477,15:00:07.282,2578.0,exhale,22
86.527,15:00:07.332,2572.0,exhale,22
86.577,15:00:07.382,2578.0,exhale,22
86.627,15:00:07.432,2581.0,exhale,22
86.677,15:00:07.482,2577.0,exhale,22
86.727,15:00:07.531,2581.0,exhale,22
86.777,15:00:07.581,2580.0,exhale,22
86.827,15:00:07.631,2590.0,exhale,22
86.877,15:00:07.682,2584.0,exhale,22
86.927,15:00:07.732,2584.0,exhale,22
86.977,15:00:07.782,2586.0,exhale,22
87.027,15:00:07.832,2588.0,exhale,22
87.077,15:00:07.882,2590.0,exhale,22
87.127,15:00:07.932,2588.0,exhale,22
87.177,15:00:07.982,2601.0,exhale,22
87.227,15:00:08.032,2596.0,exhale,22
87.277,15:00:08.082,2596.0,exhale,22
87.327,15:00:08.132,2595.0,exhale,22
87.377,15:00:08.182,2598.0,exhale,22
87.427,15:00:08.232,2597.0,exhale,22
87.477,15:00:08.282,2598.0,exhale,22
87.527,15:00:08.332,2595.0,exhale,22
87.577,15:00:08.382,2599.0,exhale,22
87.627,15:00:08.432,2601.0,exhale,22
87.677,15:00:08.482,2601.0,exhale,22
87.727,15:00:08.532,2597.0,exhale,22
87.777,15:00:08.582,2603.0,exhale,22
87.827,15:00:08.632,2601.0,exhale,22
87.877,15:00:08.682,2598.0,exhale,22
87.927,15:00:08.732,2592.0,exhale,22
87.977,15:00:08.782,2593.0,exhale,22
88.027,15:00:08.832,2588.0,inhale,23
88.077,15:00:08.882,2590.0,inhale,23
88.127,15:00:08.932,2588.0,inhale,23
88.177,15:00:08.982,2592.0,inhale,23
88.227,15:00:09.032,2589.0,inhale,23
88.277,15:00:09.082,2588.0,inhale,23
88.327,15:00:09.132,2591.0,inhale,23
88.377,15:00:09.182,2588.0,inhale,23
88.427,15:00:09.232,2588.0,inhale,23
88.477,15:00:09.282,2589.0,inhale,23
88.527,15:00:09.332,2587.0,inhale,23
88.577,15:00:09.382,2585.0,inhale,23
88.627,15:00:09.431,2583.0,inhale,23
88.677,15:00:09.481,2584.0,inhale,23
88.727,15:00:09.531,2584.0,inhale,23
88.777,15:00:09.581,2582.0,inhale,23
88.827,15:00:09.632,2581.0,inhale,23
88.877,15:00:09.682,2581.0,inhale,23
88.927,15:00:09.731,2578.0,inhale,23
88.977,15:00:09.782,2579.0,inhale,23
89.027,15:00:09.832,2579.0,inhale,23
89.077,15:00:09.882,2579.0,inhale,23
89.127,15:00:09.932,2579.0,inhale,23
89.177,15:00:09.982,2578.0,inhale,23
89.227,15:00:10.032,2576.0,inhale,23
89.277,15:00:10.082,2574.0,inhale,23
89.327,15:00:10.132,2576.0,inhale,23
89.377,15:00:10.182,2569.0,inhale,23
89.427,15:00:10.232,2574.0,inhale,23
89.477,15:00:10.282,2577.0,inhale,23
89.527,15:00:10.332,2578.0,exhale,23
89.577,15:00:10.382,2580.0,exhale,23
89.627,15:00:10.432,2581.0,exhale,23
89.677,15:00:10.482,2581.0,exhale,23
89.727,15:00:10.531,2580.0,exhale,23
89.777,15:00:10.582,2579.0,exhale,23
89.827,15:00:10.632,2580.0,exhale,23
89.877,15:00:10.682,2581.0,exhale,23
89.927,15:00:10.731,2581.0,exhale,23
89.977,15:00:10.782,2582.0,exhale,23
90.029,15:00:10.833,2584.0,exhale,23
90.077,15:00:10.882,2583.0,exhale,23
90.127,15:00:10.932,2583.0,exhale,23
90.177,15:00:10.982,2582.0,exhale,23
90.227,15:00:11.032,2582.0,exhale,23
90.277,15:00:11.082,2581.0,exhale,23
90.327,15:00:11.132,2576.0,exhale,23
90.377,15:00:11.182,2581.0,exhale,23
90.427,15:00:11.232,2582.0,exhale,23
90.477,15:00:11.281,2580.0,exhale,23
90.527,15:00:11.331,2581.0,exhale,23
90.577,15:00:11.381,2589.0,exhale,23
90.627,15:00:11.432,2580.0,exhale,23
90.677,15:00:11.482,2579.0,exhale,23
90.727,15:00:11.532,2581.0,exhale,23
90.777,15:00:11.581,2581.0,exhale,23
90.827,15:00:11.632,2580.0,exhale,23
90.877,15:00:11.682,2581.0,exhale,23
90.927,15:00:11.731,2579.0,exhale,23
90.977,15:00:11.782,2578.0,exhale,23
91.027,15:00:11.832,2579.0,exhale,23
91.077,15:00:11.882,2581.0,exhale,23
91.127,15:00:11.932,2582.0,exhale,23
91.177,15:00:11.982,2584.0,exhale,23
91.227,15:00:12.032,2583.0,exhale,23
91.277,15:00:12.082,2584.0,exhale,23
91.328,15:00:12.133,2587.0,exhale,23
91.377,15:00:12.182,2586.0,exhale,23
91.427,15:00:12.232,2588.0,exhale,23
91.477,15:00:12.282,2591.0,exhale,23
91.527,15:00:12.332,2591.0,exhale,23
91.577,15:00:12.382,2593.0,exhale,23
91.630,15:00:12.434,2588.0,exhale,23
91.677,15:00:12.482,2595.0,exhale,23
91.727,15:00:12.532,2596.0,exhale,23
91.777,15:00:12.582,2597.0,exhale,23
91.827,15:00:12.631,2597.0,exhale,23
91.877,15:00:12.682,2597.0,exhale,23
91.927,15:00:12.732,2599.0,exhale,23
91.977,15:00:12.782,2600.0,exhale,23
92.027,15:00:12.832,2603.0,inhale,24
92.077,15:00:12.882,2603.0,inhale,24
92.127,15:00:12.932,2604.0,inhale,24
92.177,15:00:12.982,2603.0,inhale,24
92.227,15:00:13.032,2600.0,inhale,24
92.277,15:00:13.082,2603.0,inhale,24
92.327,15:00:13.132,2599.0,inhale,24
92.377,15:00:13.182,2596.0,inhale,24
92.427,15:00:13.232,2588.0,inhale,24
92.477,15:00:13.282,2588.0,inhale,24
92.527,15:00:13.332,2585.0,inhale,24
92.577,15:00:13.382,2583.0,inhale,24
92.627,15:00:13.432,2581.0,inhale,24
92.677,15:00:13.482,2572.0,inhale,24
92.727,15:00:13.532,2580.0,inhale,24
92.777,15:00:13.582,2581.0,inhale,24
92.827,15:00:13.632,2581.0,inhale,24
92.877,15:00:13.682,2577.0,inhale,24
92.927,15:00:13.732,2579.0,inhale,24
92.977,15:00:13.782,2581.0,inhale,24
93.027,15:00:13.832,2578.0,inhale,24
93.077,15:00:13.882,2576.0,inhale,24
93.127,15:00:13.932,2575.0,inhale,24
93.177,15:00:13.982,2577.0,inhale,24
93.227,15:00:14.032,2576.0,inhale,24
93.277,15:00:14.082,2576.0,inhale,24
93.327,15:00:14.132,2574.0,inhale,24
93.377,15:00:14.182,2574.0,inhale,24
93.427,15:00:14.232,2572.0,inhale,24
93.477,15:00:14.282,2572.0,inhale,24
93.527,15:00:14.332,2573.0,exhale,24
93.577,15:00:14.382,2585.0,exhale,24
93.627,15:00:14.432,2585.0,exhale,24
93.677,15:00:14.481,2581.0,exhale,24
93.727,15:00:14.531,2582.0,exhale,24
93.777,15:00:14.581,2583.0,exhale,24
93.827,15:00:14.632,2593.0,exhale,24
93.877,15:00:14.682,2584.0,exhale,24
93.927,15:00:14.732,2577.0,exhale,24
93.977,15:00:14.782,2583.0,exhale,24
94.027,15:00:14.832,2581.0,exhale,24
94.077,15:00:14.882,2579.0,exhale,24
94.130,15:00:14.934,2580.0,exhale,24
94.177,15:00:14.982,2579.0,exhale,24
94.227,15:00:15.032,2578.0,exhale,24
94.277,15:00:15.082,2578.0,exhale,24
94.327,15:00:15.131,2579.0,exhale,24
94.377,15:00:15.181,2580.0,exhale,24
94.427,15:00:15.232,2578.0,exhale,24
94.477,15:00:15.282,2584.0,exhale,24
94.527,15:00:15.332,2582.0,exhale,24
94.577,15:00:15.382,2577.0,exhale,24
94.627,15:00:15.432,2575.0,exhale,24
94.677,15:00:15.482,2576.0,exhale,24
94.727,15:00:15.532,2579.0,exhale,24
94.777,15:00:15.582,2586.0,exhale,24
94.827,15:00:15.632,2585.0,exhale,24
94.877,15:00:15.682,2580.0,exhale,24
94.927,15:00:15.732,2589.0,exhale,24
94.977,15:00:15.782,2584.0,exhale,24
95.027,15:00:15.832,2586.0,exhale,24
95.077,15:00:15.882,2586.0,exhale,24
95.127,15:00:15.932,2585.0,exhale,24
95.177,15:00:15.982,2586.0,exhale,24
95.227,15:00:16.032,2587.0,exhale,24
95.277,15:00:16.082,2580.0,exhale,24
95.327,15:00:16.132,2589.0,exhale,24
95.377,15:00:16.182,2589.0,exhale,24
95.427,15:00:16.232,2590.0,exhale,24
95.477,15:00:16.282,2590.0,exhale,24
95.527,15:00:16.332,2591.0,exhale,24
95.577,15:00:16.382,2594.0,exhale,24
95.627,15:00:16.432,2594.0,exhale,24
95.677,15:00:16.482,2590.0,exhale,24
95.727,15:00:16.532,2595.0,exhale,24
95.777,15:00:16.582,2599.0,exhale,24
95.827,15:00:16.632,2598.0,exhale,24
95.877,15:00:16.682,2599.0,exhale,24
95.927,15:00:16.732,2600.0,exhale,24
95.977,15:00:16.782,2602.0,exhale,24
96.027,15:00:16.832,2602.0,inhale,25
96.077,15:00:16.882,2602.0,inhale,25
96.127,15:00:16.932,2596.0,inhale,25
96.177,15:00:16.982,2593.0,inhale,25
96.227,15:00:17.032,2588.0,inhale,25
96.277,15:00:17.082,2587.0,inhale,25
96.327,15:00:17.131,2583.0,inhale,25
96.377,15:00:17.182,2583.0,inhale,25
96.427,15:00:17.232,2582.0,inhale,25
96.477,15:00:17.282,2584.0,inhale,25
96.527,15:00:17.332,2579.0,inhale,25
96.577,15:00:17.382,2581.0,inhale,25
96.627,15:00:17.432,2583.0,inhale,25
96.677,15:00:17.482,2581.0,inhale,25
96.727,15:00:17.532,2581.0,inhale,25
96.777,15:00:17.582,2579.0,inhale,25
96.827,15:00:17.632,2579.0,inhale,25
96.877,15:00:17.682,2579.0,inhale,25
96.927,15:00:17.732,2576.0,inhale,25
96.977,15:00:17.782,2578.0,inhale,25
97.027,15:00:17.832,2579.0,inhale,25
97.077,15:00:17.882,2577.0,inhale,25
97.127,15:00:17.932,2578.0,inhale,25
97.177,15:00:17.982,2577.0,inhale,25
97.227,15:00:18.032,2576.0,inhale,25
97.277,15:00:18.082,2575.0,inhale,25
97.327,15:00:18.132,2578.0,inhale,25
97.377,15:00:18.182,2577.0,inhale,25
97.427,15:00:18.232,2585.0,inhale,25
97.477,15:00:18.282,2577.0,inhale,25
97.527,15:00:18.331,2579.0,exhale,25
97.577,15:00:18.381,2580.0,exhale,25
97.627,15:00:18.432,2579.0,exhale,25
97.677,15:00:18.482,2578.0,exhale,25
97.727,15:00:18.532,2583.0,exhale,25
97.777,15:00:18.582,2582.0,exhale,25
97.827,15:00:18.632,2582.0,exhale,25
97.877,15:00:18.682,2583.0,exhale,25
97.927,15:00:18.732,2584.0,exhale,25
97.977,15:00:18.782,2586.0,exhale,25
98.027,15:00:18.832,2586.0,exhale,25
98.077,15:00:18.882,2585.0,exhale,25
98.127,15:00:18.931,2583.0,exhale,25
98.177,15:00:18.981,2584.0,exhale,25
98.227,15:00:19.032,2582.0,exhale,25
98.277,15:00:19.082,2582.0,exhale,25
98.327,15:00:19.132,2582.0,exhale,25
98.377,15:00:19.182,2580.0,exhale,25
98.427,15:00:19.232,2579.0,exhale,25
98.477,15:00:19.282,2578.0,exhale,25
98.527,15:00:19.332,2577.0,exhale,25
98.577,15:00:19.382,2577.0,exhale,25
98.627,15:00:19.431,2578.0,exhale,25
98.677,15:00:19.481,2579.0,exhale,25
98.727,15:00:19.531,2576.0,exhale,25
98.777,15:00:19.581,2577.0,exhale,25
98.827,15:00:19.631,2580.0,exhale,25
98.877,15:00:19.682,2571.0,exhale,25
98.927,15:00:19.732,2580.0,exhale,25
98.977,15:00:19.782,2582.0,exhale,25
99.027,15:00:19.832,2583.0,exhale,25
99.077,15:00:19.882,2585.0,exhale,25
99.127,15:00:19.931,2586.0,exhale,25
99.177,15:00:19.982,2585.0,exhale,25
99.227,15:00:20.032,2588.0,exhale,25
99.277,15:00:20.082,2589.0,exhale,25
99.327,15:00:20.132,2599.0,exhale,25
99.377,15:00:20.182,2591.0,exhale,25
99.427,15:00:20.232,2595.0,exhale,25
99.477,15:00:20.282,2595.0,exhale,25
99.527,15:00:20.332,2597.0,exhale,25
99.577,15:00:20.382,2598.0,exhale,25
99.627,15:00:20.432,2593.0,exhale,25
99.677,15:00:20.482,2599.0,exhale,25
99.727,15:00:20.532,2602.0,exhale,25
99.777,15:00:20.582,2602.0,exhale,25
99.827,15:00:20.632,2605.0,exhale,25
99.877,15:00:20.682,2607.0,exhale,25
99.927,15:00:20.732,2605.0,exhale,25
99.977,15:00:20.782,2606.0,exhale,25
100.027,15:00:20.832,2605.0,inhale,26
100.077,15:00:20.881,2603.0,inhale,26
100.127,15:00:20.932,2599.0,inhale,26
100.177,15:00:20.982,2595.0,inhale,26
100.227,15:00:21.032,2592.0,inhale,26
100.277,15:00:21.082,2590.0,inhale,26
100.327,15:00:21.132,2586.0,inhale,26
100.377,15:00:21.182,2585.0,inhale,26
100.427,15:00:21.232,2585.0,inhale,26
100.477,15:00:21.282,2579.0,inhale,26
100.527,15:00:21.332,2584.0,inhale,26
100.577,15:00:21.382,2578.0,inhale,26
100.627,15:00:21.432,2583.0,inhale,26
100.677,15:00:21.482,2582.0,inhale,26
100.727,15:00:21.532,2583.0,inhale,26
100.777,15:00:21.582,2581.0,inhale,26
100.827,15:00:21.632,2574.0,inhale,26
100.877,15:00:21.682,2580.0,inhale,26
100.927,15:00:21.732,2582.0,inhale,26
100.977,15:00:21.782,2577.0,inhale,26
