elapsed_s,timestamp,raw,mv,phase,cycle_index,det_phase,event
1.297,15:10:56.735,1163.0,995.0,,,unknown,
1.317,15:10:56.755,1159.0,994.0,,,unknown,
1.337,15:10:56.775,1166.0,996.0,,,unknown,
1.361,15:10:56.799,1163.0,996.0,,,unknown,
1.377,15:10:56.815,1164.0,995.0,,,unknown,
1.397,15:10:56.835,1176.0,997.0,,,unknown,
1.417,15:10:56.855,1175.0,992.0,,,unknown,
1.437,15:10:56.875,1167.0,998.0,,,unknown,
1.457,15:10:56.895,1167.0,999.0,,,unknown,
1.477,15:10:56.915,1173.0,1003.0,,,unknown,
1.497,15:10:56.935,1171.0,1001.0,,,unknown,
1.517,15:10:56.955,1173.0,1003.0,,,unknown,
1.537,15:10:56.975,1177.0,1009.0,,,unknown,
1.557,15:10:56.995,1173.0,1005.0,,,unknown,
1.577,15:10:57.015,1184.0,1006.0,,,unknown,
1.597,15:10:57.035,1176.0,1007.0,,,unknown,
1.617,15:10:57.055,1175.0,1007.0,,,unknown,
1.637,15:10:57.075,1177.0,1007.0,,,unknown,
1.657,15:10:57.095,1177.0,1008.0,,,unknown,
1.677,15:10:57.115,1179.0,1010.0,,,unknown,
1.697,15:10:57.135,1165.0,1012.0,,,unknown,
1.717,15:10:57.155,1177.0,1004.0,,,unknown,
1.737,15:10:57.175,1175.0,1007.0,,,unknown,
1.757,15:10:57.196,1175.0,1003.0,,,unknown,
1.777,15:10:57.215,1175.0,1009.0,,,unknown,
1.797,15:10:57.235,1173.0,1005.0,,,unknown,
1.817,15:10:57.255,1173.0,1004.0,,,unknown,
1.837,15:10:57.275,1173.0,1001.0,,,unknown,
1.857,15:10:57.295,1173.0,1003.0,,,unknown,
1.877,15:10:57.315,1171.0,1003.0,,,unknown,
1.897,15:10:57.335,1172.0,1003.0,,,unknown,
1.917,15:10:57.355,1170.0,1001.0,,,unknown,
1.937,15:10:57.375,1176.0,999.0,,,unknown,
1.957,15:10:57.395,1170.0,1002.0,,,unknown,
1.977,15:10:57.415,1171.0,1000.0,,,unknown,
1.997,15:10:57.435,1167.0,999.0,,,unknown,
2.017,15:10:57.455,1171.0,999.0,,,unknown,
2.037,15:10:57.475,1172.0,999.0,,,unknown,
2.057,15:10:57.495,1171.0,999.0,,,unknown,
2.077,15:10:57.515,1163.0,998.0,,,unknown,
2.097,15:10:57.535,1169.0,999.0,,,unknown,
2.117,15:10:57.555,1169.0,999.0,,,unknown,
2.137,15:10:57.575,1167.0,999.0,,,unknown,
2.157,15:10:57.595,1163.0,998.0,,,unknown,
2.177,15:10:57.615,1162.0,999.0,,,unknown,
2.197,15:10:57.635,1164.0,1000.0,,,unknown,
2.217,15:10:57.655,1167.0,1000.0,,,unknown,
2.237,15:10:57.675,1166.0,999.0,,,unknown,
2.257,15:10:57.695,1166.0,1002.0,,,unknown,
2.277,15:10:57.715,1165.0,998.0,,,unknown,
2.297,15:10:57.735,1160.0,999.0,,,unknown,
2.317,15:10:57.755,1166.0,997.0,,,unknown,
2.337,15:10:57.775,1170.0,999.0,,,unknown,
2.361,15:10:57.800,1167.0,998.0,,,unknown,
2.377,15:10:57.815,1166.0,998.0,,,unknown,
2.397,15:10:57.835,1167.0,1003.0,,,unknown,
2.417,15:10:57.855,1165.0,999.0,,,unknown,
2.438,15:10:57.876,1167.0,1004.0,,,unknown,
2.457,15:10:57.895,1175.0,1000.0,,,unknown,
2.478,15:10:57.916,1167.0,1001.0,,,unknown,
2.497,15:10:57.935,1173.0,1006.0,,,unknown,
2.517,15:10:57.956,1172.0,1005.0,,,unknown,
2.537,15:10:57.975,1165.0,1004.0,,,unknown,
2.557,15:10:57.995,1171.0,1007.0,,,unknown,
2.577,15:10:58.015,1178.0,1009.0,,,unknown,
2.597,15:10:58.035,1181.0,1010.0,,,unknown,
2.617,15:10:58.055,1183.0,1013.0,,,unknown,
2.637,15:10:58.075,1183.0,1013.0,,,unknown,
2.657,15:10:58.095,1183.0,1015.0,,,unknown,
2.677,15:10:58.115,1187.0,1015.0,,,unknown,
2.697,15:10:58.135,1187.0,1010.0,,,unknown,
2.717,15:10:58.155,1189.0,1013.0,,,unknown,
2.737,15:10:58.175,1183.0,1012.0,,,unknown,
2.757,15:10:58.195,1179.0,1015.0,,,unknown,
2.777,15:10:58.215,1187.0,1012.0,,,unknown,
2.798,15:10:58.236,1181.0,1012.0,,,unknown,
2.818,15:10:58.256,1192.0,1006.0,,,unknown,
2.837,15:10:58.275,1179.0,1010.0,,,unknown,
2.857,15:10:58.295,1179.0,1013.0,,,unknown,
2.877,15:10:58.315,1180.0,1009.0,,,unknown,
2.897,15:10:58.336,1177.0,1008.0,,,unknown,
2.917,15:10:58.356,1179.0,1006.0,,,unknown,
2.937,15:10:58.375,1142.0,1008.0,,,unknown,
2.957,15:10:58.396,1177.0,1007.0,,,unknown,
2.977,15:10:58.415,1183.0,1007.0,,,unknown,
2.997,15:10:58.435,1173.0,1006.0,,,unknown,
3.017,15:10:58.455,1176.0,1006.0,,,unknown,
3.037,15:10:58.475,1174.0,1006.0,,,unknown,
3.057,15:10:58.495,1173.0,1004.0,,,unknown,
3.077,15:10:58.515,1176.0,1005.0,,,unknown,
3.097,15:10:58.535,1173.0,1006.0,,,unknown,
3.117,15:10:58.555,1175.0,1004.0,,,unknown,
3.137,15:10:58.576,1175.0,1003.0,,,unknown,
3.157,15:10:58.595,1173.0,1005.0,,,unknown,
3.177,15:10:58.615,1181.0,1006.0,,,unknown,
3.197,15:10:58.636,1175.0,1004.0,,,unknown,
3.217,15:10:58.655,1175.0,1004.0,,,unknown,
3.237,15:10:58.675,1163.0,1002.0,,,unknown,
3.257,15:10:58.695,1171.0,1003.0,,,unknown,
3.277,15:10:58.715,1173.0,1004.0,,,unknown,
3.297,15:10:58.735,1183.0,1001.0,,,unknown,
3.317,15:10:58.755,1170.0,1002.0,,,unknown,
3.337,15:10:58.776,1169.0,997.0,,,unknown,
3.361,15:10:58.799,1171.0,1000.0,,,unknown,
3.377,15:10:58.816,1172.0,1000.0,,,unknown,
3.397,15:10:58.835,1167.0,1001.0,,,unknown,
3.417,15:10:58.855,1171.0,999.0,,,unknown,
3.437,15:10:58.875,1165.0,1003.0,,,unknown,
3.457,15:10:58.895,1171.0,1000.0,,,unknown,
3.477,15:10:58.916,1167.0,998.0,,,unknown,
3.497,15:10:58.935,1165.0,998.0,,,unknown,
3.517,15:10:58.955,1166.0,998.0,,,unknown,
3.537,15:10:58.975,1165.0,998.0,,,unknown,
3.557,15:10:58.995,1165.0,993.0,,,unknown,
3.577,15:10:59.015,1165.0,996.0,,,unknown,
3.597,15:10:59.035,1176.0,995.0,,,unknown,
3.617,15:10:59.055,1164.0,996.0,,,unknown,
3.637,15:10:59.075,1164.0,999.0,,,unknown,
3.657,15:10:59.095,1161.0,994.0,,,unknown,
3.677,15:10:59.115,1161.0,994.0,,,unknown,
3.697,15:10:59.135,1161.0,991.0,,,unknown,
3.717,15:10:59.155,1160.0,999.0,,,unknown,
3.737,15:10:59.175,1149.0,993.0,,,unknown,
3.757,15:10:59.195,1158.0,993.0,,,unknown,
3.777,15:10:59.215,1147.0,992.0,,,unknown,
3.797,15:10:59.235,1160.0,992.0,,,unknown,
3.817,15:10:59.255,1159.0,993.0,,,unknown,
3.837,15:10:59.275,1158.0,996.0,,,unknown,
3.857,15:10:59.295,1159.0,992.0,,,unknown,
3.877,15:10:59.315,1160.0,993.0,,,unknown,
3.897,15:10:59.335,1157.0,989.0,,,unknown,
3.917,15:10:59.355,1145.0,987.0,,,unknown,
3.937,15:10:59.375,1161.0,989.0,,,unknown,
3.957,15:10:59.395,1143.0,987.0,,,unknown,
3.977,15:10:59.415,1144.0,985.0,,,unknown,
3.997,15:10:59.435,1151.0,985.0,,,unknown,
4.017,15:10:59.455,1145.0,988.0,,,unknown,
4.037,15:10:59.476,1163.0,985.0,,,unknown,
4.057,15:10:59.495,1160.0,988.0,,,unknown,
4.077,15:10:59.515,1151.0,985.0,,,unknown,
4.097,15:10:59.535,1159.0,986.0,,,unknown,
4.117,15:10:59.555,1162.0,991.0,,,unknown,
4.137,15:10:59.575,1149.0,988.0,,,unknown,
4.157,15:10:59.595,1165.0,989.0,,,unknown,
4.177,15:10:59.615,1159.0,988.0,,,unknown,
4.197,15:10:59.635,1161.0,990.0,,,unknown,
4.217,15:10:59.655,1158.0,990.0,,,unknown,
4.237,15:10:59.675,1159.0,992.0,,,unknown,
4.257,15:10:59.695,1149.0,994.0,,,unknown,
4.277,15:10:59.715,1161.0,994.0,,,unknown,
4.297,15:10:59.735,1171.0,995.0,,,unknown,
4.317,15:10:59.755,1165.0,994.0,,,unknown,
4.337,15:10:59.775,1160.0,992.0,,,unknown,
4.361,15:10:59.799,1149.0,994.0,,,unknown,
4.377,15:10:59.815,1161.0,993.0,,,unknown,
4.397,15:10:59.835,1159.0,992.0,,,unknown,
4.417,15:10:59.855,1164.0,997.0,,,unknown,
4.437,15:10:59.875,1161.0,994.0,,,unknown,
4.458,15:10:59.896,1164.0,996.0,,,unknown,
4.477,15:10:59.915,1165.0,996.0,,,unknown,
4.497,15:10:59.935,1165.0,997.0,,,unknown,
4.517,15:10:59.955,1172.0,998.0,,,unknown,
4.537,15:10:59.975,1173.0,997.0,,,unknown,
4.557,15:10:59.995,1166.0,996.0,,,unknown,
4.577,15:11:00.015,1193.0,999.0,,,unknown,
4.597,15:11:00.035,1167.0,997.0,,,unknown,
4.617,15:11:00.055,1165.0,999.0,,,unknown,
4.637,15:11:00.075,1165.0,998.0,,,unknown,
4.657,15:11:00.095,1166.0,997.0,,,unknown,
4.677,15:11:00.115,1166.0,1001.0,,,unknown,
4.698,15:11:00.136,1167.0,1002.0,,,unknown,
4.721,15:11:00.159,1177.0,999.0,,,unknown,
4.740,15:11:00.178,1159.0,999.0,,,unknown,
4.761,15:11:00.199,1177.0,1002.0,,,unknown,
4.777,15:11:00.216,1172.0,1000.0,,,unknown,
4.797,15:11:00.236,1175.0,1001.0,,,unknown,
4.817,15:11:00.255,1171.0,1005.0,,,unknown,
4.837,15:11:00.275,1172.0,1003.0,,,unknown,
4.857,15:11:00.295,1167.0,1002.0,,,unknown,
4.877,15:11:00.315,1167.0,1004.0,,,unknown,
4.897,15:11:00.336,1161.0,1002.0,,,unknown,
4.917,15:11:00.356,1175.0,1003.0,,,unknown,
4.937,15:11:00.375,1183.0,1002.0,,,unknown,
4.957,15:11:00.395,1164.0,1006.0,,,unknown,
4.977,15:11:00.415,1175.0,1003.0,,,unknown,
4.997,15:11:00.435,1167.0,1001.0,,,unknown,
5.017,15:11:00.456,1171.0,1005.0,,,unknown,
5.038,15:11:00.476,1177.0,1004.0,,,unknown,
5.057,15:11:00.495,1173.0,1001.0,,,unknown,
5.077,15:11:00.516,1179.0,1001.0,,,unknown,
5.097,15:11:00.535,1175.0,1002.0,,,unknown,
5.117,15:11:00.555,1179.0,999.0,,,unknown,
5.138,15:11:00.576,1161.0,998.0,,,unknown,
5.157,15:11:00.595,1171.0,1000.0,,,unknown,
5.177,15:11:00.615,1165.0,999.0,,,unknown,
5.197,15:11:00.635,1167.0,997.0,,,unknown,
5.217,15:11:00.655,1165.0,998.0,,,unknown,
5.237,15:11:00.676,1167.0,1000.0,,,unknown,
5.257,15:11:00.695,1165.0,995.0,,,unknown,
5.277,15:11:00.715,1159.0,995.0,,,unknown,
5.297,15:11:00.735,1161.0,999.0,,,unknown,
5.317,15:11:00.755,1169.0,999.0,,,unknown,
5.337,15:11:00.775,1165.0,998.0,,,unknown,
5.361,15:11:00.800,1163.0,1000.0,,,unknown,
5.378,15:11:00.816,1148.0,996.0,,,unknown,
5.397,15:11:00.835,1163.0,990.0,,,unknown,
5.417,15:11:00.855,1162.0,995.0,,,unknown,
5.437,15:11:00.875,1161.0,991.0,,,unknown,
5.457,15:11:00.895,1165.0,997.0,,,unknown,
5.477,15:11:00.915,1173.0,992.0,,,unknown,
5.497,15:11:00.935,1164.0,996.0,,,unknown,
5.517,15:11:00.955,1159.0,995.0,,,unknown,
5.537,15:11:00.975,1161.0,993.0,,,unknown,
5.557,15:11:00.995,1145.0,994.0,,,unknown,
5.577,15:11:01.016,1163.0,994.0,,,unknown,
5.597,15:11:01.036,1161.0,996.0,,,unknown,
5.617,15:11:01.055,1163.0,996.0,,,unknown,
5.637,15:11:01.075,1163.0,995.0,,,unknown,
5.657,15:11:01.095,1171.0,995.0,,,unknown,
5.677,15:11:01.115,1165.0,997.0,,,unknown,
5.697,15:11:01.135,1163.0,994.0,,,unknown,
5.717,15:11:01.155,1165.0,998.0,,,unknown,
5.737,15:11:01.175,1164.0,995.0,,,unknown,
5.757,15:11:01.195,1161.0,997.0,,,unknown,
5.777,15:11:01.215,1165.0,998.0,,,unknown,
5.797,15:11:01.235,1167.0,999.0,,,unknown,
5.817,15:11:01.255,1171.0,999.0,,,unknown,
5.837,15:11:01.275,1166.0,1001.0,,,unknown,
5.857,15:11:01.296,1161.0,1001.0,,,unknown,
5.877,15:11:01.315,1167.0,1001.0,,,unknown,
5.897,15:11:01.335,1165.0,1001.0,,,unknown,
5.917,15:11:01.355,1173.0,1003.0,,,unknown,
5.937,15:11:01.375,1174.0,1005.0,,,unknown,
5.957,15:11:01.396,1175.0,1000.0,,,unknown,
5.977,15:11:01.415,1172.0,1001.0,,,unknown,
5.997,15:11:01.435,1172.0,1004.0,,,unknown,
6.017,15:11:01.455,1161.0,1004.0,,,unknown,
6.037,15:11:01.476,1173.0,1002.0,,,unknown,
6.057,15:11:01.496,1180.0,1004.0,,,unknown,
6.077,15:11:01.515,1176.0,1001.0,,,unknown,
6.097,15:11:01.536,1164.0,1000.0,,,unknown,
6.117,15:11:01.555,1173.0,1005.0,,,unknown,
6.137,15:11:01.575,1165.0,1003.0,,,unknown,
6.157,15:11:01.596,1187.0,1003.0,,,unknown,
6.177,15:11:01.616,1165.0,1003.0,,,unknown,
6.197,15:11:01.635,1169.0,1001.0,,,unknown,
6.217,15:11:01.655,1170.0,1001.0,,,unknown,
6.237,15:11:01.676,1171.0,1003.0,,,unknown,
6.257,15:11:01.695,1161.0,1001.0,,,unknown,
6.277,15:11:01.716,1164.0,1002.0,,,unknown,
6.297,15:11:01.735,1175.0,998.0,,,unknown,
6.317,15:11:01.755,1165.0,995.0,,,unknown,
6.337,15:11:01.775,1164.0,999.0,,,unknown,
6.361,15:11:01.799,1147.0,997.0,,,unknown,
6.377,15:11:01.815,1167.0,998.0,,,unknown,
6.397,15:11:01.835,1150.0,998.0,,,unknown,
6.417,15:11:01.855,1163.0,994.0,,,unknown,
6.437,15:11:01.875,1163.0,993.0,,,unknown,
6.457,15:11:01.895,1161.0,994.0,,,unknown,
6.477,15:11:01.916,1161.0,994.0,,,unknown,
6.497,15:11:01.935,1159.0,993.0,,,unknown,
6.517,15:11:01.955,1161.0,991.0,,,unknown,
6.537,15:11:01.975,1161.0,994.0,,,unknown,
6.557,15:11:01.995,1161.0,987.0,,,unknown,
6.577,15:11:02.015,1163.0,992.0,,,unknown,
6.597,15:11:02.035,1161.0,994.0,,,unknown,
6.617,15:11:02.055,1162.0,993.0,,,unknown,
6.637,15:11:02.075,1166.0,992.0,,,unknown,
6.657,15:11:02.095,1157.0,989.0,,,unknown,
6.677,15:11:02.115,1167.0,994.0,,,unknown,
6.697,15:11:02.135,1157.0,988.0,,,unknown,
6.717,15:11:02.155,1157.0,993.0,,,unknown,
6.737,15:11:02.175,1163.0,985.0,,,unknown,
6.757,15:11:02.195,1158.0,988.0,,,unknown,
6.777,15:11:02.215,1152.0,988.0,,,unknown,
6.797,15:11:02.235,1151.0,988.0,,,unknown,
6.817,15:11:02.255,1159.0,991.0,,,unknown,
6.837,15:11:02.275,1148.0,988.0,,,unknown,
6.857,15:11:02.295,1158.0,987.0,,,unknown,
6.877,15:11:02.315,1165.0,983.0,,,unknown,
6.897,15:11:02.335,1144.0,987.0,,,unknown,
6.917,15:11:02.355,1157.0,986.0,,,unknown,
6.937,15:11:02.375,1145.0,984.0,,,unknown,
6.957,15:11:02.395,1150.0,989.0,,,unknown,
6.977,15:11:02.415,1145.0,986.0,,,unknown,
6.997,15:11:02.435,1159.0,984.0,,,unknown,
7.017,15:11:02.455,1157.0,980.0,,,unknown,
7.037,15:11:02.476,1144.0,986.0,,,unknown,
7.062,15:11:02.500,1150.0,988.0,,,unknown,
7.081,15:11:02.519,1163.0,984.0,,,unknown,
7.097,15:11:02.535,1160.0,989.0,,,unknown,
7.117,15:11:02.555,1149.0,984.0,,,unknown,
7.137,15:11:02.575,1149.0,984.0,,,unknown,
7.157,15:11:02.595,1150.0,982.0,,,unknown,
7.177,15:11:02.615,1148.0,980.0,,,unknown,
7.197,15:11:02.635,1149.0,982.0,,,unknown,
7.217,15:11:02.655,1149.0,986.0,,,unknown,
7.237,15:11:02.675,1142.0,981.0,,,unknown,
7.257,15:11:02.695,1150.0,980.0,,,unknown,
7.277,15:11:02.715,1149.0,981.0,,,unknown,
7.297,15:11:02.735,1145.0,978.0,,,unknown,
7.317,15:11:02.755,1148.0,984.0,,,unknown,
7.337,15:11:02.775,1145.0,980.0,,,unknown,
7.361,15:11:02.799,1145.0,980.0,,,unknown,
7.377,15:11:02.815,1145.0,983.0,,,unknown,
7.397,15:11:02.835,1147.0,983.0,,,unknown,
7.417,15:11:02.855,1150.0,984.0,,,unknown,
7.437,15:11:02.875,1151.0,984.0,,,unknown,
7.457,15:11:02.895,1149.0,985.0,,,unknown,
7.477,15:11:02.915,1143.0,986.0,,,unknown,
7.497,15:11:02.935,1151.0,982.0,,,unknown,
7.517,15:11:02.955,1150.0,985.0,,,unknown,
7.537,15:11:02.975,1151.0,990.0,,,unknown,
7.557,15:11:02.995,1158.0,990.0,,,unknown,
7.577,15:11:03.015,1157.0,989.0,,,unknown,
7.597,15:11:03.035,1159.0,994.0,,,unknown,
7.617,15:11:03.055,1162.0,994.0,,,unknown,
7.637,15:11:03.075,1156.0,989.0,,,unknown,
7.657,15:11:03.095,1171.0,990.0,,,unknown,
7.677,15:11:03.115,1170.0,995.0,,,unknown,
7.697,15:11:03.135,1162.0,996.0,,,unknown,
7.717,15:11:03.155,1161.0,994.0,,,unknown,
7.737,15:11:03.175,1161.0,994.0,,,unknown,
7.757,15:11:03.195,1161.0,995.0,,,unknown,
7.777,15:11:03.215,1162.0,995.0,,,unknown,
7.797,15:11:03.235,1161.0,994.0,,,unknown,
7.817,15:11:03.255,1162.0,993.0,,,unknown,
7.837,15:11:03.275,1161.0,990.0,,,unknown,
7.857,15:11:03.295,1163.0,995.0,,,unknown,
7.877,15:11:03.315,1163.0,993.0,,,unknown,
7.897,15:11:03.335,1161.0,998.0,,,unknown,
7.917,15:11:03.355,1161.0,994.0,,,unknown,
7.938,15:11:03.376,1163.0,992.0,,,unknown,
7.957,15:11:03.395,1165.0,994.0,,,unknown,
7.977,15:11:03.415,1163.0,996.0,,,unknown,
7.997,15:11:03.435,1165.0,998.0,,,unknown,
8.017,15:11:03.455,1164.0,996.0,,,unknown,
8.037,15:11:03.475,1167.0,998.0,,,unknown,
8.057,15:11:03.495,1167.0,996.0,,,unknown,
8.077,15:11:03.515,1169.0,998.0,,,unknown,
8.097,15:11:03.535,1167.0,1007.0,,,unknown,
8.117,15:11:03.555,1173.0,1003.0,,,unknown,
8.138,15:11:03.576,1177.0,1003.0,,,unknown,
8.157,15:11:03.595,1175.0,1008.0,,,unknown,
8.177,15:11:03.615,1176.0,1009.0,,,unknown,
8.197,15:11:03.635,1175.0,1007.0,,,unknown,
8.217,15:11:03.655,1183.0,1012.0,,,unknown,
8.238,15:11:03.676,1181.0,1015.0,,,unknown,
8.257,15:11:03.695,1189.0,1010.0,,,unknown,
8.277,15:11:03.715,1189.0,1016.0,,,unknown,
8.297,15:11:03.736,1189.0,1019.0,,,unknown,
8.317,15:11:03.755,1189.0,1017.0,,,unknown,
8.337,15:11:03.775,1188.0,1016.0,,,unknown,
8.361,15:11:03.800,1179.0,1016.0,,,unknown,
8.377,15:11:03.815,1183.0,1015.0,,,unknown,
8.397,15:11:03.835,1188.0,1013.0,,,unknown,
8.417,15:11:03.855,1188.0,1013.0,,,unknown,
8.437,15:11:03.875,1183.0,1015.0,,,unknown,
8.457,15:11:03.895,1181.0,1012.0,,,unknown,
8.477,15:11:03.915,1181.0,1013.0,,,unknown,
8.497,15:11:03.935,1183.0,1012.0,,,unknown,
8.517,15:11:03.955,1183.0,1009.0,,,unknown,
8.537,15:11:03.975,1182.0,1013.0,,,unknown,
8.557,15:11:03.995,1195.0,1012.0,,,unknown,
8.577,15:11:04.015,1183.0,1010.0,,,unknown,
8.597,15:11:04.035,1177.0,1011.0,,,unknown,
8.617,15:11:04.055,1181.0,1009.0,,,unknown,
8.637,15:11:04.075,1180.0,1010.0,,,unknown,
8.657,15:11:04.095,1180.0,1008.0,,,unknown,
8.677,15:11:04.115,1181.0,1008.0,,,unknown,
8.697,15:11:04.135,1179.0,1011.0,,,unknown,
8.717,15:11:04.155,1180.0,1009.0,,,unknown,
8.737,15:11:04.175,1179.0,1008.0,,,unknown,
8.757,15:11:04.195,1178.0,1009.0,,,unknown,
8.777,15:11:04.215,1177.0,1008.0,,,unknown,
8.797,15:11:04.235,1179.0,1010.0,,,unknown,
8.817,15:11:04.255,1174.0,1008.0,,,unknown,
8.837,15:11:04.275,1177.0,1009.0,,,unknown,
8.857,15:11:04.295,1179.0,1008.0,,,unknown,
8.877,15:11:04.315,1177.0,1007.0,,,unknown,
8.897,15:11:04.335,1177.0,1008.0,,,unknown,
8.917,15:11:04.355,1179.0,1009.0,,,unknown,
8.937,15:11:04.375,1181.0,1006.0,,,unknown,
8.957,15:11:04.395,1181.0,1010.0,,,unknown,
8.977,15:11:04.415,1189.0,1012.0,,,unknown,
8.997,15:11:04.435,1180.0,1011.0,,,unknown,
9.017,15:11:04.455,1181.0,1014.0,,,unknown,
9.037,15:11:04.475,1191.0,1011.0,,,unknown,
9.057,15:11:04.495,1183.0,1009.0,,,unknown,
9.077,15:11:04.515,1191.0,1013.0,,,unknown,
9.097,15:11:04.535,1187.0,1013.0,,,unknown,
9.117,15:11:04.555,1184.0,1013.0,,,unknown,
9.137,15:11:04.575,1179.0,1014.0,,,unknown,
9.157,15:11:04.595,1189.0,1018.0,,,unknown,
9.177,15:11:04.615,1189.0,1013.0,,,unknown,
9.197,15:11:04.635,1190.0,1016.0,,,unknown,
9.218,15:11:04.656,1191.0,1018.0,,,unknown,
9.237,15:11:04.675,1193.0,1019.0,,,unknown,
9.257,15:11:04.695,1193.0,1020.0,,,unknown,
9.277,15:11:04.715,1197.0,1020.0,,,unknown,
9.297,15:11:04.735,1197.0,1022.0,,,unknown,
9.317,15:11:04.755,1195.0,1026.0,,,unknown,
9.337,15:11:04.775,1199.0,1025.0,,,unknown,
9.361,15:11:04.800,1197.0,1024.0,,,unknown,
9.377,15:11:04.815,1197.0,1024.0,,,unknown,
9.397,15:11:04.835,1197.0,1024.0,,,unknown,
9.417,15:11:04.855,1197.0,1023.0,,,unknown,
9.437,15:11:04.875,1194.0,1019.0,,,unknown,
9.457,15:11:04.895,1195.0,1021.0,,,unknown,
9.477,15:11:04.915,1195.0,1021.0,,,unknown,
9.497,15:11:04.935,1186.0,1019.0,,,unknown,
9.517,15:11:04.955,1191.0,1019.0,,,unknown,
9.537,15:11:04.975,1191.0,1019.0,,,unknown,
9.557,15:11:04.995,1291.0,1019.0,,,unknown,
9.577,15:11:05.015,1189.0,1017.0,,,unknown,
9.597,15:11:05.035,1188.0,1017.0,,,unknown,
9.617,15:11:05.055,1187.0,1014.0,,,unknown,
9.637,15:11:05.075,1187.0,1013.0,,,unknown,
9.657,15:11:05.095,1179.0,1015.0,,,unknown,
9.677,15:11:05.115,1183.0,1012.0,,,unknown,
9.697,15:11:05.135,1175.0,1012.0,,,unknown,
9.717,15:11:05.155,1180.0,1011.0,,,unknown,
9.737,15:11:05.175,1181.0,1009.0,,,unknown,
9.757,15:11:05.195,1183.0,1009.0,,,unknown,
9.777,15:11:05.215,1181.0,1011.0,,,unknown,
