elapsed_s,timestamp,raw,mv,phase,cycle_index
20.302,21:51:37.674,1121.0,963.0,inhale,6
20.324,21:51:37.696,1116.0,960.0,inhale,6
20.346,21:51:37.718,1120.0,956.0,inhale,6
20.368,21:51:37.740,1124.0,968.0,inhale,6
20.390,21:51:37.762,1127.0,967.0,inhale,6
20.412,21:51:37.784,1128.0,964.0,inhale,6
20.434,21:51:37.806,1127.0,965.0,inhale,6
20.456,21:51:37.828,1128.0,966.0,inhale,6
20.479,21:51:37.850,1125.0,968.0,inhale,6
20.500,21:51:37.872,1131.0,969.0,inhale,6
20.523,21:51:37.895,1133.0,969.0,inhale,6
20.544,21:51:37.916,1132.0,973.0,inhale,6
20.566,21:51:37.938,1138.0,973.0,inhale,6
20.590,21:51:37.962,1135.0,979.0,inhale,6
20.610,21:51:37.982,1133.0,974.0,inhale,6
20.632,21:51:38.004,1138.0,975.0,inhale,6
20.657,21:51:38.029,1137.0,975.0,inhale,6
20.677,21:51:38.048,1140.0,976.0,inhale,6
20.698,21:51:38.070,1140.0,978.0,inhale,6
20.720,21:51:38.092,1129.0,975.0,inhale,6
20.742,21:51:38.114,1139.0,976.0,inhale,6
20.764,21:51:38.136,1135.0,977.0,inhale,6
20.786,21:51:38.158,1126.0,977.0,inhale,6
20.808,21:51:38.180,1120.0,976.0,inhale,6
20.830,21:51:38.202,1142.0,974.0,inhale,6
20.852,21:51:38.224,1143.0,977.0,inhale,6
20.875,21:51:38.247,1141.0,979.0,inhale,6
20.900,21:51:38.272,1142.0,976.0,inhale,6
20.918,21:51:38.290,1141.0,971.0,inhale,6
20.940,21:51:38.312,1143.0,966.0,inhale,6
20.962,21:51:38.334,1142.0,980.0,inhale,6
20.984,21:51:38.356,1143.0,979.0,inhale,6
21.006,21:51:38.378,1140.0,984.0,inhale,6
21.028,21:51:38.400,1145.0,977.0,inhale,6
21.050,21:51:38.422,1142.0,982.0,inhale,6
21.072,21:51:38.444,1143.0,979.0,inhale,6
21.094,21:51:38.466,1149.0,980.0,inhale,6
21.116,21:51:38.488,1135.0,978.0,inhale,6
21.138,21:51:38.510,1142.0,983.0,inhale,6
21.160,21:51:38.532,1146.0,980.0,inhale,6
21.182,21:51:38.554,1141.0,979.0,inhale,6
21.204,21:51:38.576,1142.0,978.0,inhale,6
21.226,21:51:38.598,1143.0,987.0,inhale,6
21.248,21:51:38.620,1143.0,981.0,inhale,6
21.270,21:51:38.642,1140.0,978.0,inhale,6
21.294,21:51:38.666,1142.0,982.0,inhale,6
21.314,21:51:38.686,1143.0,981.0,inhale,6
21.336,21:51:38.708,1142.0,977.0,inhale,6
21.358,21:51:38.730,1145.0,984.0,inhale,6
21.380,21:51:38.752,1144.0,992.0,inhale,6
21.402,21:51:38.774,1134.0,979.0,inhale,6
21.424,21:51:38.796,1141.0,975.0,inhale,6
21.446,21:51:38.818,1142.0,978.0,inhale,6
21.468,21:51:38.840,1131.0,975.0,inhale,6
21.493,21:51:38.865,1139.0,978.0,inhale,6
21.512,21:51:38.884,1137.0,979.0,exhale,6
21.534,21:51:38.906,1139.0,982.0,exhale,6
21.557,21:51:38.929,1143.0,976.0,exhale,6
21.578,21:51:38.950,1140.0,975.0,exhale,6
21.600,21:51:38.972,1140.0,977.0,exhale,6
21.624,21:51:38.996,1139.0,978.0,exhale,6
21.644,21:51:39.016,1139.0,975.0,exhale,6
21.666,21:51:39.038,1138.0,974.0,exhale,6
21.691,21:51:39.063,1146.0,975.0,exhale,6
21.711,21:51:39.083,1136.0,973.0,exhale,6
21.732,21:51:39.104,1136.0,974.0,exhale,6
21.755,21:51:39.127,1129.0,970.0,exhale,6
21.776,21:51:39.148,1134.0,975.0,exhale,6
21.798,21:51:39.170,1134.0,968.0,exhale,6
21.820,21:51:39.192,1132.0,971.0,exhale,6
21.842,21:51:39.214,1129.0,971.0,exhale,6
21.864,21:51:39.236,1132.0,972.0,exhale,6
21.886,21:51:39.258,1137.0,969.0,exhale,6
21.908,21:51:39.280,1132.0,969.0,exhale,6
21.930,21:51:39.302,1124.0,969.0,exhale,6
21.952,21:51:39.324,1148.0,970.0,exhale,6
21.974,21:51:39.346,1129.0,969.0,exhale,6
21.996,21:51:39.368,1138.0,973.0,exhale,6
22.018,21:51:39.390,1127.0,974.0,exhale,6
22.041,21:51:39.413,1131.0,971.0,exhale,6
22.062,21:51:39.434,1139.0,970.0,exhale,6
22.085,21:51:39.456,1133.0,970.0,exhale,6
22.106,21:51:39.478,1131.0,970.0,exhale,6
22.128,21:51:39.500,1132.0,970.0,exhale,6
22.150,21:51:39.522,1138.0,970.0,exhale,6
22.173,21:51:39.544,1139.0,971.0,exhale,6
22.194,21:51:39.566,1133.0,971.0,exhale,6
22.216,21:51:39.588,1134.0,972.0,exhale,6
22.239,21:51:39.611,1132.0,971.0,exhale,6
22.266,21:51:39.638,1136.0,973.0,exhale,6
22.286,21:51:39.658,1136.0,963.0,exhale,6
22.304,21:51:39.676,1133.0,973.0,exhale,6
22.326,21:51:39.698,1126.0,972.0,exhale,6
22.348,21:51:39.720,1134.0,974.0,exhale,6
22.370,21:51:39.742,1132.0,979.0,exhale,6
22.392,21:51:39.764,1132.0,975.0,exhale,6
22.414,21:51:39.786,1134.0,974.0,exhale,6
22.436,21:51:39.808,1137.0,974.0,exhale,6
22.458,21:51:39.830,1134.0,972.0,exhale,6
22.480,21:51:39.852,1134.0,975.0,exhale,6
22.502,21:51:39.874,1132.0,976.0,exhale,6
22.525,21:51:39.897,1132.0,972.0,exhale,6
22.546,21:51:39.918,1137.0,975.0,exhale,6
22.568,21:51:39.940,1135.0,987.0,exhale,6
22.591,21:51:39.963,1135.0,977.0,exhale,6
22.612,21:51:39.984,1135.0,977.0,exhale,6
22.634,21:51:40.006,1135.0,970.0,exhale,6
22.659,21:51:40.031,1127.0,971.0,exhale,6
22.679,21:51:40.050,1133.0,971.0,exhale,6
22.701,21:51:40.072,1132.0,969.0,exhale,6
22.725,21:51:40.097,1131.0,970.0,exhale,6
22.744,21:51:40.116,1134.0,972.0,exhale,6
22.766,21:51:40.138,1140.0,973.0,exhale,6
22.790,21:51:40.162,1133.0,972.0,exhale,6
22.810,21:51:40.182,1135.0,973.0,exhale,6
22.832,21:51:40.204,1134.0,975.0,exhale,6
22.854,21:51:40.226,1130.0,973.0,exhale,6
22.877,21:51:40.248,1135.0,972.0,exhale,6
22.898,21:51:40.270,1137.0,974.0,exhale,6
22.921,21:51:40.293,1135.0,974.0,exhale,6
22.942,21:51:40.314,1135.0,974.0,exhale,6
22.964,21:51:40.336,1134.0,977.0,exhale,6
22.987,21:51:40.358,1137.0,974.0,exhale,6
23.008,21:51:40.380,1136.0,974.0,exhale,6
23.030,21:51:40.402,1139.0,979.0,exhale,6
23.052,21:51:40.424,1137.0,974.0,exhale,6
23.074,21:51:40.446,1140.0,978.0,exhale,6
23.097,21:51:40.469,1129.0,975.0,exhale,6
23.118,21:51:40.490,1132.0,977.0,exhale,6
23.140,21:51:40.512,1134.0,971.0,exhale,6
23.162,21:51:40.534,1133.0,970.0,exhale,6
23.184,21:51:40.556,1134.0,971.0,exhale,6
23.206,21:51:40.578,1131.0,972.0,exhale,6
23.229,21:51:40.601,1132.0,967.0,exhale,6
23.250,21:51:40.622,1131.0,972.0,exhale,6
23.272,21:51:40.644,1138.0,969.0,exhale,6
23.294,21:51:40.666,1129.0,970.0,exhale,6
23.316,21:51:40.688,1132.0,970.0,exhale,6
23.338,21:51:40.710,1115.0,969.0,exhale,6
23.360,21:51:40.732,1133.0,968.0,exhale,6
23.382,21:51:40.754,1131.0,969.0,exhale,6
23.410,21:51:40.782,1127.0,970.0,exhale,6
23.427,21:51:40.799,1127.0,968.0,exhale,6
23.448,21:51:40.820,1122.0,967.0,exhale,6
23.470,21:51:40.842,1128.0,973.0,exhale,6
23.492,21:51:40.864,1134.0,966.0,exhale,6
23.514,21:51:40.886,1129.0,967.0,exhale,6
23.536,21:51:40.908,1126.0,967.0,exhale,6
23.558,21:51:40.930,1134.0,967.0,exhale,6
23.580,21:51:40.952,1126.0,976.0,exhale,6
23.603,21:51:40.975,1122.0,965.0,exhale,6
23.625,21:51:40.997,1120.0,963.0,exhale,6
23.646,21:51:41.018,1134.0,965.0,exhale,6
23.668,21:51:41.040,1123.0,965.0,exhale,6
23.691,21:51:41.063,1123.0,962.0,exhale,6
23.712,21:51:41.084,1123.0,962.0,exhale,6
23.734,21:51:41.106,1120.0,962.0,exhale,6
23.757,21:51:41.129,1114.0,962.0,exhale,6
23.778,21:51:41.150,1122.0,961.0,exhale,6
23.800,21:51:41.172,1131.0,965.0,exhale,6
23.823,21:51:41.195,1122.0,960.0,exhale,6
23.844,21:51:41.216,1120.0,963.0,exhale,6
23.866,21:51:41.238,1122.0,964.0,exhale,6
23.890,21:51:41.262,1119.0,959.0,exhale,6
23.910,21:51:41.282,1122.0,961.0,exhale,6
23.932,21:51:41.304,1121.0,962.0,exhale,6
23.956,21:51:41.328,1119.0,962.0,exhale,6
23.976,21:51:41.348,1126.0,960.0,exhale,6
23.998,21:51:41.370,1119.0,962.0,exhale,6
24.021,21:51:41.393,1120.0,961.0,inhale,7
24.042,21:51:41.414,1120.0,958.0,inhale,7
24.064,21:51:41.436,1120.0,959.0,inhale,7
24.086,21:51:41.458,1130.0,956.0,inhale,7
24.108,21:51:41.480,1120.0,960.0,inhale,7
24.130,21:51:41.502,1119.0,957.0,inhale,7
24.152,21:51:41.524,1117.0,961.0,inhale,7
24.175,21:51:41.546,1112.0,959.0,inhale,7
24.196,21:51:41.568,1125.0,962.0,inhale,7
24.218,21:51:41.590,1120.0,962.0,inhale,7
24.240,21:51:41.612,1115.0,954.0,inhale,7
24.262,21:51:41.634,1115.0,959.0,inhale,7
24.284,21:51:41.656,1103.0,959.0,inhale,7
24.307,21:51:41.679,1113.0,947.0,inhale,7
24.329,21:51:41.700,1115.0,961.0,inhale,7
24.350,21:51:41.722,1116.0,957.0,inhale,7
24.372,21:51:41.744,1115.0,957.0,inhale,7
24.394,21:51:41.766,1123.0,959.0,inhale,7
24.416,21:51:41.788,1119.0,960.0,inhale,7
24.439,21:51:41.811,1116.0,963.0,inhale,7
24.460,21:51:41.832,1123.0,962.0,inhale,7
24.482,21:51:41.854,1127.0,963.0,inhale,7
24.504,21:51:41.876,1130.0,963.0,inhale,7
24.526,21:51:41.898,1126.0,965.0,inhale,7
24.548,21:51:41.920,1129.0,967.0,inhale,7
24.571,21:51:41.943,1130.0,968.0,inhale,7
24.592,21:51:41.964,1131.0,969.0,inhale,7
24.614,21:51:41.986,1132.0,971.0,inhale,7
24.636,21:51:42.008,1131.0,970.0,inhale,7
24.658,21:51:42.030,1135.0,971.0,inhale,7
24.688,21:51:42.060,1134.0,965.0,inhale,7
24.702,21:51:42.074,1134.0,972.0,inhale,7
24.724,21:51:42.096,1138.0,974.0,inhale,7
24.746,21:51:42.118,1133.0,975.0,inhale,7
24.768,21:51:42.140,1136.0,975.0,inhale,7
24.790,21:51:42.162,1138.0,973.0,inhale,7
24.812,21:51:42.184,1139.0,978.0,inhale,7
24.834,21:51:42.206,1138.0,974.0,inhale,7
24.856,21:51:42.228,1135.0,976.0,inhale,7
24.878,21:51:42.250,1140.0,977.0,inhale,7
24.900,21:51:42.272,1137.0,977.0,inhale,7
24.924,21:51:42.296,1135.0,972.0,inhale,7
24.944,21:51:42.316,1144.0,978.0,inhale,7
24.966,21:51:42.338,1142.0,979.0,inhale,7
24.991,21:51:42.363,1141.0,978.0,inhale,7
25.010,21:51:42.382,1140.0,977.0,inhale,7
25.032,21:51:42.404,1141.0,973.0,inhale,7
25.055,21:51:42.427,1142.0,968.0,inhale,7
25.076,21:51:42.448,1146.0,981.0,inhale,7
25.098,21:51:42.470,1141.0,978.0,inhale,7
25.120,21:51:42.492,1140.0,977.0,inhale,7
25.142,21:51:42.514,1134.0,979.0,inhale,7
25.164,21:51:42.536,1140.0,979.0,inhale,7
25.186,21:51:42.558,1140.0,981.0,inhale,7
25.208,21:51:42.580,1144.0,978.0,inhale,7
25.231,21:51:42.603,1152.0,979.0,inhale,7
25.252,21:51:42.624,1143.0,985.0,inhale,7
25.274,21:51:42.646,1149.0,982.0,inhale,7
25.296,21:51:42.668,1142.0,974.0,inhale,7
25.318,21:51:42.690,1141.0,981.0,inhale,7
25.340,21:51:42.712,1135.0,979.0,inhale,7
25.362,21:51:42.734,1143.0,976.0,inhale,7
25.384,21:51:42.756,1134.0,981.0,inhale,7
25.407,21:51:42.779,1143.0,980.0,inhale,7
25.428,21:51:42.800,1142.0,981.0,inhale,7
25.450,21:51:42.822,1145.0,979.0,inhale,7
25.472,21:51:42.844,1150.0,978.0,inhale,7
25.494,21:51:42.866,1142.0,981.0,inhale,7
25.516,21:51:42.888,1143.0,979.0,exhale,7
25.539,21:51:42.911,1140.0,978.0,exhale,7
25.560,21:51:42.932,1140.0,977.0,exhale,7
25.583,21:51:42.954,1138.0,966.0,exhale,7
25.604,21:51:42.976,1144.0,978.0,exhale,7
25.626,21:51:42.998,1138.0,977.0,exhale,7
25.649,21:51:43.021,1137.0,975.0,exhale,7
25.670,21:51:43.042,1133.0,974.0,exhale,7
25.692,21:51:43.064,1135.0,974.0,exhale,7
25.714,21:51:43.086,1137.0,974.0,exhale,7
25.736,21:51:43.108,1137.0,978.0,exhale,7
25.758,21:51:43.130,1136.0,978.0,exhale,7
25.780,21:51:43.152,1133.0,975.0,exhale,7
25.802,21:51:43.174,1132.0,975.0,exhale,7
25.826,21:51:43.198,1136.0,972.0,exhale,7
25.846,21:51:43.218,1134.0,972.0,exhale,7
25.868,21:51:43.240,1136.0,973.0,exhale,7
25.890,21:51:43.262,1134.0,972.0,exhale,7
25.912,21:51:43.284,1136.0,974.0,exhale,7
25.934,21:51:43.306,1137.0,967.0,exhale,7
25.956,21:51:43.328,1133.0,979.0,exhale,7
25.978,21:51:43.350,1125.0,979.0,exhale,7
26.000,21:51:43.372,1142.0,976.0,exhale,7
26.022,21:51:43.394,1139.0,976.0,exhale,7
26.044,21:51:43.416,1139.0,982.0,exhale,7
26.066,21:51:43.438,1141.0,971.0,exhale,7
26.088,21:51:43.460,1141.0,975.0,exhale,7
26.110,21:51:43.482,1142.0,972.0,exhale,7
26.132,21:51:43.504,1131.0,975.0,exhale,7
26.155,21:51:43.527,1139.0,977.0,exhale,7
26.177,21:51:43.549,1137.0,970.0,exhale,7
26.198,21:51:43.570,1140.0,977.0,exhale,7
26.220,21:51:43.592,1125.0,982.0,exhale,7
26.242,21:51:43.614,1133.0,977.0,exhale,7
26.264,21:51:43.636,1130.0,978.0,exhale,7
26.286,21:51:43.658,1141.0,978.0,exhale,7
26.308,21:51:43.680,1140.0,978.0,exhale,7
26.330,21:51:43.702,1142.0,979.0,exhale,7
26.352,21:51:43.724,1142.0,966.0,exhale,7
26.374,21:51:43.746,1141.0,975.0,exhale,7
26.396,21:51:43.768,1140.0,978.0,exhale,7
26.418,21:51:43.790,1139.0,978.0,exhale,7
26.441,21:51:43.813,1134.0,980.0,exhale,7
26.462,21:51:43.834,1135.0,970.0,exhale,7
26.484,21:51:43.856,1140.0,978.0,exhale,7
26.506,21:51:43.878,1138.0,975.0,exhale,7
26.528,21:51:43.900,1138.0,975.0,exhale,7
26.550,21:51:43.922,1140.0,966.0,exhale,7
26.572,21:51:43.944,1142.0,976.0,exhale,7
26.594,21:51:43.966,1136.0,978.0,exhale,7
26.616,21:51:43.988,1131.0,977.0,exhale,7
26.638,21:51:44.010,1139.0,977.0,exhale,7
26.660,21:51:44.032,1138.0,980.0,exhale,7
26.682,21:51:44.054,1140.0,977.0,exhale,7
26.704,21:51:44.076,1140.0,976.0,exhale,7
26.726,21:51:44.098,1147.0,976.0,exhale,7
26.748,21:51:44.120,1140.0,978.0,exhale,7
26.770,21:51:44.142,1138.0,977.0,exhale,7
26.792,21:51:44.164,1137.0,976.0,exhale,7
26.814,21:51:44.186,1143.0,978.0,exhale,7
26.836,21:51:44.208,1138.0,978.0,exhale,7
26.858,21:51:44.230,1141.0,977.0,exhale,7
26.880,21:51:44.252,1139.0,983.0,exhale,7
26.902,21:51:44.274,1137.0,972.0,exhale,7
26.924,21:51:44.296,1137.0,990.0,exhale,7
26.946,21:51:44.318,1140.0,978.0,exhale,7
26.970,21:51:44.342,1139.0,961.0,exhale,7
26.990,21:51:44.362,1139.0,972.0,exhale,7
27.012,21:51:44.384,1134.0,977.0,exhale,7
27.034,21:51:44.406,1125.0,971.0,exhale,7
27.056,21:51:44.428,1135.0,974.0,exhale,7
27.078,21:51:44.450,1129.0,972.0,exhale,7
27.100,21:51:44.472,1134.0,975.0,exhale,7
27.123,21:51:44.495,1133.0,972.0,exhale,7
27.144,21:51:44.516,1135.0,973.0,exhale,7
27.166,21:51:44.538,1135.0,979.0,exhale,7
27.191,21:51:44.563,1134.0,972.0,exhale,7
27.210,21:51:44.582,1132.0,965.0,exhale,7
27.232,21:51:44.604,1132.0,971.0,exhale,7
27.254,21:51:44.626,1131.0,969.0,exhale,7
27.276,21:51:44.648,1130.0,969.0,exhale,7
27.298,21:51:44.670,1131.0,969.0,exhale,7
27.320,21:51:44.692,1131.0,959.0,exhale,7
27.342,21:51:44.714,1134.0,973.0,exhale,7
27.364,21:51:44.736,1132.0,968.0,exhale,7
27.386,21:51:44.758,1127.0,969.0,exhale,7
27.408,21:51:44.780,1131.0,967.0,exhale,7
27.431,21:51:44.803,1131.0,970.0,exhale,7
27.452,21:51:44.824,1131.0,973.0,exhale,7
27.474,21:51:44.846,1128.0,966.0,exhale,7
27.496,21:51:44.868,1126.0,968.0,exhale,7
27.518,21:51:44.890,1138.0,966.0,exhale,7
27.540,21:51:44.912,1129.0,967.0,exhale,7
27.562,21:51:44.934,1127.0,967.0,exhale,7
27.584,21:51:44.956,1134.0,966.0,exhale,7
27.606,21:51:44.978,1127.0,965.0,exhale,7
27.628,21:51:45.000,1129.0,967.0,exhale,7
27.650,21:51:45.022,1127.0,972.0,exhale,7
27.672,21:51:45.044,1127.0,955.0,exhale,7
27.694,21:51:45.066,1127.0,965.0,exhale,7
27.716,21:51:45.088,1125.0,965.0,exhale,7
27.738,21:51:45.110,1126.0,968.0,exhale,7
27.760,21:51:45.132,1128.0,966.0,exhale,7
27.782,21:51:45.154,1140.0,970.0,exhale,7
27.804,21:51:45.176,1127.0,970.0,exhale,7
27.826,21:51:45.198,1132.0,964.0,exhale,7
27.848,21:51:45.220,1125.0,965.0,exhale,7
27.870,21:51:45.242,1125.0,964.0,exhale,7
27.892,21:51:45.264,1124.0,969.0,exhale,7
27.914,21:51:45.286,1121.0,963.0,exhale,7
27.936,21:51:45.308,1120.0,963.0,exhale,7
27.958,21:51:45.330,1122.0,959.0,exhale,7
27.980,21:51:45.352,1120.0,964.0,exhale,7
28.002,21:51:45.374,1123.0,960.0,inhale,8
28.024,21:51:45.396,1119.0,974.0,inhale,8
28.046,21:51:45.418,1119.0,962.0,inhale,8
28.068,21:51:45.440,1120.0,962.0,inhale,8
28.091,21:51:45.463,1119.0,962.0,inhale,8
28.112,21:51:45.484,1118.0,963.0,inhale,8
28.134,21:51:45.506,1121.0,960.0,inhale,8
28.157,21:51:45.529,1116.0,965.0,inhale,8
28.178,21:51:45.550,1118.0,965.0,inhale,8
28.205,21:51:45.577,1119.0,960.0,inhale,8
28.223,21:51:45.595,1113.0,960.0,inhale,8
28.244,21:51:45.616,1121.0,960.0,inhale,8
28.266,21:51:45.638,1124.0,963.0,inhale,8
28.288,21:51:45.660,1126.0,968.0,inhale,8
28.310,21:51:45.682,1126.0,954.0,inhale,8
28.332,21:51:45.704,1130.0,958.0,inhale,8
28.355,21:51:45.727,1129.0,967.0,inhale,8
28.376,21:51:45.748,1133.0,967.0,inhale,8
28.398,21:51:45.770,1134.0,971.0,inhale,8
28.420,21:51:45.792,1133.0,972.0,inhale,8
28.442,21:51:45.814,1133.0,974.0,inhale,8
28.464,21:51:45.836,1122.0,973.0,inhale,8
28.486,21:51:45.858,1135.0,976.0,inhale,8
28.508,21:51:45.880,1136.0,977.0,inhale,8
28.530,21:51:45.902,1139.0,976.0,inhale,8
28.552,21:51:45.924,1138.0,977.0,inhale,8
28.574,21:51:45.946,1135.0,976.0,inhale,8
28.596,21:51:45.968,1138.0,978.0,inhale,8
28.618,21:51:45.990,1141.0,971.0,inhale,8
28.640,21:51:46.012,1140.0,979.0,inhale,8
28.662,21:51:46.034,1141.0,985.0,inhale,8
28.684,21:51:46.056,1138.0,980.0,inhale,8
28.706,21:51:46.078,1141.0,978.0,inhale,8
28.728,21:51:46.100,1145.0,984.0,inhale,8
28.750,21:51:46.122,1142.0,978.0,inhale,8
28.772,21:51:46.144,1139.0,978.0,inhale,8
28.794,21:51:46.166,1139.0,975.0,inhale,8
28.816,21:51:46.188,1141.0,978.0,inhale,8
28.838,21:51:46.210,1145.0,969.0,inhale,8
28.860,21:51:46.232,1145.0,978.0,inhale,8
28.882,21:51:46.254,1143.0,966.0,inhale,8
28.904,21:51:46.276,1142.0,980.0,inhale,8
28.926,21:51:46.298,1140.0,984.0,inhale,8
28.948,21:51:46.320,1147.0,980.0,inhale,8
28.970,21:51:46.342,1139.0,978.0,inhale,8
28.992,21:51:46.364,1147.0,980.0,inhale,8
29.014,21:51:46.386,1141.0,980.0,inhale,8
29.036,21:51:46.408,1136.0,979.0,inhale,8
29.058,21:51:46.430,1146.0,980.0,inhale,8
29.080,21:51:46.452,1146.0,983.0,inhale,8
29.102,21:51:46.474,1142.0,981.0,inhale,8
29.125,21:51:46.497,1146.0,979.0,inhale,8
29.146,21:51:46.518,1147.0,980.0,inhale,8
29.168,21:51:46.540,1145.0,982.0,inhale,8
29.191,21:51:46.563,1145.0,982.0,inhale,8
29.212,21:51:46.584,1146.0,982.0,inhale,8
29.234,21:51:46.606,1148.0,982.0,inhale,8
29.257,21:51:46.629,1148.0,985.0,inhale,8
29.278,21:51:46.650,1148.0,984.0,inhale,8
29.300,21:51:46.672,1148.0,985.0,inhale,8
29.322,21:51:46.694,1148.0,985.0,inhale,8
29.344,21:51:46.716,1144.0,985.0,inhale,8
29.371,21:51:46.743,1148.0,984.0,inhale,8
29.388,21:51:46.760,1148.0,987.0,inhale,8
29.410,21:51:46.782,1144.0,984.0,inhale,8
29.432,21:51:46.804,1155.0,982.0,inhale,8
29.454,21:51:46.826,1150.0,988.0,inhale,8
29.476,21:51:46.848,1144.0,986.0,inhale,8
29.498,21:51:46.870,1144.0,983.0,inhale,8
29.520,21:51:46.892,1142.0,985.0,exhale,8
29.542,21:51:46.914,1140.0,980.0,exhale,8
29.564,21:51:46.936,1144.0,982.0,exhale,8
29.586,21:51:46.958,1145.0,981.0,exhale,8
29.608,21:51:46.980,1142.0,979.0,exhale,8
29.630,21:51:47.002,1143.0,980.0,exhale,8
29.652,21:51:47.024,1144.0,982.0,exhale,8
29.674,21:51:47.046,1144.0,983.0,exhale,8
29.696,21:51:47.068,1131.0,983.0,exhale,8
29.718,21:51:47.090,1146.0,977.0,exhale,8
29.740,21:51:47.112,1148.0,981.0,exhale,8
29.762,21:51:47.134,1146.0,992.0,exhale,8
29.784,21:51:47.156,1147.0,982.0,exhale,8
29.806,21:51:47.178,1151.0,985.0,exhale,8
29.828,21:51:47.200,1149.0,992.0,exhale,8
29.850,21:51:47.222,1136.0,984.0,exhale,8
29.872,21:51:47.244,1150.0,983.0,exhale,8
29.894,21:51:47.266,1144.0,985.0,exhale,8
29.916,21:51:47.288,1150.0,983.0,exhale,8
29.938,21:51:47.310,1144.0,992.0,exhale,8
29.960,21:51:47.332,1146.0,990.0,exhale,8
29.982,21:51:47.354,1148.0,989.0,exhale,8
30.004,21:51:47.376,1150.0,985.0,exhale,8
30.026,21:51:47.398,1151.0,986.0,exhale,8
30.048,21:51:47.420,1151.0,988.0,exhale,8
30.070,21:51:47.442,1153.0,991.0,exhale,8
30.092,21:51:47.464,1151.0,987.0,exhale,8
30.114,21:51:47.486,1151.0,985.0,exhale,8
30.136,21:51:47.508,1153.0,988.0,exhale,8
30.158,21:51:47.530,1135.0,986.0,exhale,8
30.180,21:51:47.552,1150.0,988.0,exhale,8
30.202,21:51:47.574,1159.0,985.0,exhale,8
30.224,21:51:47.596,1135.0,985.0,exhale,8
30.246,21:51:47.618,1150.0,984.0,exhale,8
30.268,21:51:47.640,1152.0,984.0,exhale,8
30.290,21:51:47.662,1148.0,985.0,exhale,8
30.312,21:51:47.684,1153.0,984.0,exhale,8
30.334,21:51:47.706,1148.0,985.0,exhale,8
30.357,21:51:47.729,1142.0,986.0,exhale,8
30.378,21:51:47.750,1151.0,985.0,exhale,8
30.400,21:51:47.772,1150.0,984.0,exhale,8
30.425,21:51:47.797,1157.0,983.0,exhale,8
30.444,21:51:47.816,1147.0,984.0,exhale,8
30.466,21:51:47.838,1152.0,986.0,exhale,8
30.491,21:51:47.863,1148.0,986.0,exhale,8
30.510,21:51:47.882,1148.0,985.0,exhale,8
30.532,21:51:47.904,1150.0,985.0,exhale,8
30.560,21:51:47.932,1146.0,984.0,exhale,8
30.578,21:51:47.950,1155.0,991.0,exhale,8
30.598,21:51:47.970,1150.0,976.0,exhale,8
30.620,21:51:47.992,1148.0,986.0,exhale,8
30.642,21:51:48.014,1148.0,983.0,exhale,8
30.664,21:51:48.036,1148.0,988.0,exhale,8
30.686,21:51:48.058,1149.0,984.0,exhale,8
30.708,21:51:48.080,1146.0,982.0,exhale,8
30.730,21:51:48.102,1149.0,981.0,exhale,8
30.752,21:51:48.124,1148.0,981.0,exhale,8
30.775,21:51:48.147,1146.0,983.0,exhale,8
30.796,21:51:48.168,1148.0,989.0,exhale,8
30.818,21:51:48.190,1160.0,981.0,exhale,8
30.840,21:51:48.212,1148.0,985.0,exhale,8
30.862,21:51:48.234,1147.0,984.0,exhale,8
30.884,21:51:48.256,1137.0,981.0,exhale,8
30.906,21:51:48.278,1159.0,983.0,exhale,8
30.928,21:51:48.300,1151.0,983.0,exhale,8
30.950,21:51:48.322,1146.0,983.0,exhale,8
30.972,21:51:48.344,1147.0,981.0,exhale,8
30.994,21:51:48.366,1146.0,981.0,exhale,8
31.016,21:51:48.388,1145.0,976.0,exhale,8
31.038,21:51:48.410,1144.0,971.0,exhale,8
31.060,21:51:48.432,1139.0,979.0,exhale,8
31.082,21:51:48.454,1151.0,982.0,exhale,8
31.104,21:51:48.476,1142.0,980.0,exhale,8
31.126,21:51:48.498,1142.0,970.0,exhale,8
31.148,21:51:48.520,1143.0,980.0,exhale,8
31.170,21:51:48.542,1143.0,978.0,exhale,8
31.192,21:51:48.564,1143.0,978.0,exhale,8
31.214,21:51:48.586,1149.0,978.0,exhale,8
31.236,21:51:48.608,1142.0,978.0,exhale,8
31.259,21:51:48.631,1140.0,977.0,exhale,8
31.280,21:51:48.652,1115.0,976.0,exhale,8
31.302,21:51:48.674,1136.0,981.0,exhale,8
31.325,21:51:48.697,1136.0,971.0,exhale,8
31.346,21:51:48.718,1139.0,976.0,exhale,8
31.368,21:51:48.740,1138.0,976.0,exhale,8
31.390,21:51:48.762,1131.0,972.0,exhale,8
31.412,21:51:48.784,1138.0,962.0,exhale,8
31.434,21:51:48.806,1134.0,972.0,exhale,8
31.456,21:51:48.828,1133.0,972.0,exhale,8
31.478,21:51:48.850,1129.0,971.0,exhale,8
31.500,21:51:48.872,1131.0,968.0,exhale,8
31.523,21:51:48.895,1119.0,970.0,exhale,8
31.544,21:51:48.916,1133.0,971.0,exhale,8
31.566,21:51:48.938,1133.0,976.0,exhale,8
31.591,21:51:48.963,1123.0,974.0,exhale,8
31.610,21:51:48.982,1130.0,971.0,exhale,8
31.632,21:51:49.004,1135.0,972.0,exhale,8
31.654,21:51:49.026,1133.0,969.0,exhale,8
